emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,final_emotion,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,timestamp
sad,sad,LOW,Stable emotional condition,0.67,0.753,5,sad,0.32666666666666666,medium,0.3467,0.0,sad,True,LOW,0.0,19.9,LOW,LOW,9.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 3.2}",FLUCTUATING,2026-07-06 20:06:11
sad,sad,LOW,Stable emotional condition,0.67,0.747,5,sad,0.3433333333333333,medium,0.3733,0.0,sad,True,LOW,0.0,20.0,LOW,LOW,9.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 3.3}",FLUCTUATING,2026-07-06 20:06:12
neutral,neutral,LOW,Stable emotional condition,0.67,0.392,5,sad,0.3433333333333333,medium,0.3733,0.0,neutral,False,LOW,0.0,8.0,LOW,LOW,9.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 3.3}",FLUCTUATING,2026-07-06 20:06:12
neutral,neutral,LOW,Stable emotional condition,0.67,0.637,5,sad,0.3433333333333333,medium,0.3733,0.0,neutral,False,LOW,0.0,7.9,LOW,LOW,9.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 3.3}",FLUCTUATING,2026-07-06 20:06:13
sad,sad,LOW,Stable emotional condition,0.67,0.597,5,sad,0.3433333333333333,medium,0.3733,0.0,sad,True,LOW,0.0,19.9,LOW,LOW,9.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 3.2}",FLUCTUATING,2026-07-06 20:06:13
sad,sad,LOW,Stable emotional condition,0.67,0.617,5,sad,0.3433333333333333,medium,0.3733,0.0,sad,True,LOW,0.0,19.9,LOW,LOW,9.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 3.2}",FLUCTUATING,2026-07-06 20:06:14
sad,sad,LOW,Stable emotional condition,0.74,0.617,5,sad,0.3433333333333333,medium,0.3733,0.0,sad,True,LOW,0.0,19.9,LOW,LOW,9.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 3.2}",FLUCTUATING,2026-07-06 20:06:14
sad,sad,LOW,Stable emotional condition,0.83,0.582,6,sad,0.3433333333333333,medium,0.3733,0.0,sad,True,LOW,0.0,20.2,LOW,LOW,9.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 3.2}",STABLE,2026-07-06 20:06:15
sad,sad,LOW,Stable emotional condition,0.83,0.587,6,sad,0.3433333333333333,medium,0.3733,0.0,sad,True,LOW,0.0,20.2,LOW,LOW,8.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 3.2}",STABLE,2026-07-06 20:06:15
sad,sad,LOW,Stable emotional condition,0.83,0.547,6,sad,0.3433333333333333,medium,0.3733,0.0,sad,True,LOW,0.0,20.2,LOW,LOW,8.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 3.2}",STABLE,2026-07-06 20:06:15
sad,sad,LOW,Stable emotional condition,0.83,0.517,6,sad,0.3433333333333333,medium,0.3733,0.0,sad,True,LOW,0.0,20.2,LOW,LOW,8.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 3.2}",STABLE,2026-07-06 20:06:16
neutral,neutral,LOW,Stable emotional condition,0.67,0.406,6,sad,0.34,medium,0.4067,0.0,neutral,False,LOW,0.0,8.2,LOW,LOW,8.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 3.1}",STABLE,2026-07-06 20:06:17
neutral,neutral,LOW,Stable emotional condition,0.67,0.637,6,sad,0.34,medium,0.4067,0.0,neutral,False,LOW,0.0,8.1,LOW,LOW,8.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 3.1}",STABLE,2026-07-06 20:06:17
neutral,neutral,LOW,Stable emotional condition,0.67,0.539,6,sad,0.34,medium,0.4067,0.0,neutral,False,LOW,0.0,8.1,LOW,LOW,8.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 3.1}",STABLE,2026-07-06 20:06:18
neutral,neutral,LOW,Stable emotional condition,0.67,0.637,6,sad,0.34,medium,0.4067,0.0,neutral,False,LOW,0.0,8.0,LOW,LOW,7.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 3.0}",STABLE,2026-07-06 20:06:19
neutral,neutral,LOW,Stable emotional condition,0.67,0.658,6,sad,0.34,medium,0.4067,0.0,neutral,False,LOW,0.0,7.8,LOW,LOW,7.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,2026-07-06 20:06:19
neutral,neutral,LOW,Stable emotional condition,0.76,0.693,7,sad,0.34,medium,0.4067,0.0,neutral,False,LOW,0.0,7.9,LOW,LOW,6.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 2.5}",STABLE,2026-07-06 20:06:20
neutral,neutral,LOW,Stable emotional condition,0.76,0.658,7,sad,0.34,medium,0.4067,0.0,neutral,False,LOW,0.0,7.9,LOW,LOW,6.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 2.5}",STABLE,2026-07-06 20:06:20
neutral,neutral,LOW,Stable emotional condition,0.77,0.532,7,sad,0.34,medium,0.4067,0.0,neutral,False,LOW,0.0,7.8,LOW,LOW,6.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 2.5}",STABLE,2026-07-06 20:06:21
angry,angry,LOW,Negative emotional state,0.83,0.392,7,sad,0.34,medium,0.4067,0.0,angry,False,LOW,0.0,20.0,LOW,LOW,6.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 2.6}",FLUCTUATING,2026-07-06 20:06:21
neutral,neutral,LOW,Stable emotional condition,0.83,0.301,7,sad,0.34,medium,0.4067,0.0,neutral,False,LOW,0.0,8.1,LOW,LOW,6.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.7}",STABLE,2026-07-06 20:06:21
neutral,neutral,LOW,Stable emotional condition,0.83,0.504,7,sad,0.32666666666666666,medium,0.4,0.0,neutral,False,LOW,0.0,8.1,LOW,LOW,7.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,2026-07-06 20:06:22
sad,sad,LOW,Stable emotional condition,0.73,0.763,7,sad,0.32666666666666666,medium,0.4,0.0,sad,True,LOW,0.0,20.1,LOW,LOW,7.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.8}",FLUCTUATING,2026-07-06 20:06:23
happy,happy,LOW,Stable emotional condition,0.67,0.609,7,sad,0.32666666666666666,medium,0.4,0.0,happy,False,LOW,0.0,5.1,LOW,LOW,7.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.8}",FLUCTUATING,2026-07-06 20:06:23
surprise,surprise,LOW,Stable emotional condition,0.67,0.693,7,sad,0.32666666666666666,medium,0.4,0.0,surprise,False,LOW,0.0,5.1,LOW,LOW,8.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.8}",UNSTABLE,2026-07-06 20:06:24
neutral,neutral,LOW,Stable emotional condition,0.67,0.658,7,sad,0.32666666666666666,medium,0.4,0.0,neutral,False,LOW,0.0,8.0,LOW,LOW,8.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.7}",UNSTABLE,2026-07-06 20:06:24
neutral,neutral,LOW,Stable emotional condition,0.67,0.7,7,sad,0.32666666666666666,medium,0.4,0.0,neutral,False,LOW,0.0,7.8,LOW,LOW,8.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.5}",UNSTABLE,2026-07-06 20:06:25
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.7,8,sad,0.32666666666666666,medium,0.4,0.0,neutral,False,MEDIUM,0.357,23.0,LOW,LOW,15.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.3}",UNSTABLE,2026-07-06 20:06:25
surprise,surprise,MEDIUM,Stable emotional condition,0.72,0.273,8,sad,0.32666666666666666,medium,0.4,0.0,surprise,False,MEDIUM,0.357,19.9,LOW,LOW,19.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,2026-07-06 20:06:26
fear,fear,MEDIUM,Negative emotional state,0.57,0.357,8,sad,0.32666666666666666,medium,0.4,0.0,fear,False,MEDIUM,0.357,34.8,LOW,LOW,21.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.1}",UNSTABLE,2026-07-06 20:06:26
sad,sad,MEDIUM,Stable emotional condition,0.56,0.583,8,sad,0.32666666666666666,medium,0.4,0.0,sad,True,MEDIUM,0.357,34.7,LOW,LOW,23.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",UNSTABLE,2026-07-06 20:06:26
sad,sad,MEDIUM,Stable emotional condition,0.61,0.665,8,sad,0.34,medium,0.4433,0.0,sad,True,MEDIUM,0.346,34.6,LOW,LOW,24.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",UNSTABLE,2026-07-06 20:06:28
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.392,9,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.0,LOW,LOW,24.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",UNSTABLE,2026-07-06 20:06:28
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.56,9,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.0,LOW,LOW,24.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 20:06:28
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.469,9,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.0,LOW,LOW,25.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 20:06:29
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.42,9,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.0,LOW,LOW,25.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 20:06:29
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.567,9,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.0,LOW,LOW,25.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 20:06:30
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.532,9,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.0,LOW,LOW,25.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 20:06:30
sad,sad,MEDIUM,Stable emotional condition,0.72,0.64,9,sad,0.34,medium,0.4433,0.0,sad,True,MEDIUM,0.346,35.0,MEDIUM,LOW,25.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 20:06:31
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.385,9,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.0,LOW,LOW,25.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",STABLE,2026-07-06 20:06:31
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.28,9,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.1,LOW,LOW,25.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.1}",STABLE,2026-07-06 20:06:32
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.294,9,sad,0.34,medium,0.3933,0.0,neutral,False,MEDIUM,0.359,23.1,LOW,LOW,25.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.1}",STABLE,2026-07-06 20:06:33
angry,angry,MEDIUM,Negative emotional state,0.72,0.28,9,sad,0.34,medium,0.3933,0.0,angry,False,MEDIUM,0.359,35.0,MEDIUM,LOW,25.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 20:06:33
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.301,9,sad,0.34,medium,0.3933,0.0,neutral,False,MEDIUM,0.359,22.9,LOW,LOW,26.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,2026-07-06 20:06:34
sad,sad,MEDIUM,Stable emotional condition,0.56,0.48,9,sad,0.34,medium,0.3933,0.0,sad,True,MEDIUM,0.359,34.9,LOW,LOW,26.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,2026-07-06 20:06:34
fear,fear,MEDIUM,Negative emotional state,0.65,0.63,9,sad,0.34,medium,0.3933,0.0,fear,False,MEDIUM,0.359,35.0,MEDIUM,LOW,27.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 20:06:34
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.623,9,sad,0.34,medium,0.3933,0.0,neutral,False,MEDIUM,0.359,23.1,LOW,LOW,27.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.1}",FLUCTUATING,2026-07-06 20:06:35
happy,happy,MEDIUM,Stable emotional condition,0.56,0.7,9,sad,0.34,medium,0.3933,0.0,happy,False,MEDIUM,0.359,20.2,LOW,LOW,28.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,2026-07-06 20:06:35
happy,happy,MEDIUM,Stable emotional condition,0.65,0.357,9,sad,0.34,medium,0.3933,0.0,happy,False,MEDIUM,0.359,20.2,LOW,LOW,28.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,2026-07-06 20:06:36
happy,happy,MEDIUM,Stable emotional condition,0.72,0.665,9,sad,0.34,medium,0.3933,0.0,happy,False,MEDIUM,0.359,20.2,LOW,LOW,28.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,2026-07-06 20:06:36
sad,sad,MEDIUM,Stable emotional condition,0.72,0.555,9,sad,0.34,medium,0.3933,0.0,sad,True,MEDIUM,0.359,35.2,MEDIUM,LOW,28.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,2026-07-06 20:06:37
happy,happy,MEDIUM,Stable emotional condition,0.72,0.574,9,sad,0.34,medium,0.3867,0.0,happy,False,MEDIUM,0.361,20.2,LOW,LOW,28.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.3}",UNSTABLE,2026-07-06 20:06:38
neutral,neutral,MEDIUM,Stable emotional condition,0.56,0.385,9,sad,0.34,medium,0.3867,0.0,neutral,False,MEDIUM,0.361,23.2,LOW,LOW,28.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.2}",FLUCTUATING,2026-07-06 20:06:38
fear,fear,MEDIUM,Negative emotional state,0.72,0.602,9,sad,0.34,medium,0.3867,0.0,fear,False,MEDIUM,0.361,35.3,MEDIUM,LOW,28.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.3}",FLUCTUATING,2026-07-06 20:06:39
sad,sad,MEDIUM,Stable emotional condition,0.56,0.5,9,sad,0.34,medium,0.3867,0.0,sad,True,MEDIUM,0.361,35.4,MEDIUM,LOW,28.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 20:06:39
neutral,neutral,MEDIUM,Stable emotional condition,0.56,0.336,9,sad,0.34,medium,0.3867,0.0,neutral,False,MEDIUM,0.361,23.4,LOW,LOW,28.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 20:06:40
neutral,neutral,MEDIUM,Stable emotional condition,0.56,0.644,9,sad,0.34,medium,0.3867,0.0,neutral,False,MEDIUM,0.361,23.5,LOW,LOW,29.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 20:06:40
sad,sad,MEDIUM,Stable emotional condition,0.56,0.635,9,sad,0.34,medium,0.3867,0.0,sad,True,MEDIUM,0.361,35.5,MEDIUM,LOW,29.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 20:06:40
sad,sad,MEDIUM,Stable emotional condition,0.56,0.615,9,sad,0.34,medium,0.3867,0.0,sad,True,MEDIUM,0.361,35.6,MEDIUM,LOW,29.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.6}",FLUCTUATING,2026-07-06 20:06:41
fear,fear,MEDIUM,Negative emotional state,0.56,0.434,9,sad,0.34,medium,0.3867,0.0,fear,False,MEDIUM,0.361,35.6,MEDIUM,LOW,29.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.6}",FLUCTUATING,2026-07-06 20:06:41
happy,happy,MEDIUM,Stable emotional condition,0.56,0.413,9,sad,0.34,medium,0.3867,0.0,happy,False,MEDIUM,0.361,20.6,LOW,LOW,29.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.6}",FLUCTUATING,2026-07-06 20:06:42
happy,happy,MEDIUM,Stable emotional condition,0.56,0.637,9,sad,0.34,medium,0.43,0.0,happy,False,MEDIUM,0.35,20.6,LOW,LOW,29.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.6}",FLUCTUATING,2026-07-06 20:06:43
happy,happy,MEDIUM,Stable emotional condition,0.56,0.567,9,sad,0.34,medium,0.43,0.0,happy,False,MEDIUM,0.35,20.6,LOW,LOW,29.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.6}",FLUCTUATING,2026-07-06 20:06:44
neutral,neutral,MEDIUM,Stable emotional condition,0.63,0.679,9,sad,0.34,medium,0.43,0.0,neutral,False,MEDIUM,0.35,23.6,LOW,LOW,29.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.6}",FLUCTUATING,2026-07-06 20:06:44
neutral,neutral,MEDIUM,Stable emotional condition,0.63,0.686,9,sad,0.34,medium,0.43,0.0,neutral,False,MEDIUM,0.35,23.5,LOW,LOW,29.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 20:06:45
neutral,neutral,MEDIUM,Stable emotional condition,0.63,0.7,9,sad,0.34,medium,0.43,0.0,neutral,False,MEDIUM,0.35,23.5,LOW,LOW,29.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 20:06:46
happy,happy,MEDIUM,Stable emotional condition,0.63,0.595,9,sad,0.34,medium,0.43,0.0,happy,False,MEDIUM,0.35,20.5,LOW,LOW,29.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 20:06:47
fear,fear,MEDIUM,Negative emotional state,0.61,0.665,9,sad,0.34,medium,0.43,0.0,fear,False,MEDIUM,0.35,35.5,MEDIUM,LOW,29.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 20:06:48
neutral,neutral,MEDIUM,Stable emotional condition,0.62,0.63,9,sad,0.34,medium,0.43,0.0,neutral,False,MEDIUM,0.35,23.5,LOW,LOW,29.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 20:06:48
neutral,neutral,MEDIUM,Stable emotional condition,0.63,0.63,10,sad,0.34,medium,0.43,0.0,neutral,False,MEDIUM,0.35,23.8,LOW,LOW,29.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 20:06:48
neutral,neutral,MEDIUM,Stable emotional condition,0.63,0.693,10,sad,0.34,medium,0.43,0.0,neutral,False,MEDIUM,0.35,23.8,LOW,LOW,29.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 20:06:49
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.7,10,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.8,LOW,LOW,29.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 20:06:50
fear,fear,MEDIUM,Negative emotional state,0.56,0.595,10,sad,0.34,medium,0.4433,0.0,fear,False,MEDIUM,0.346,35.7,MEDIUM,LOW,29.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 20:06:51
neutral,neutral,MEDIUM,Stable emotional condition,0.61,0.665,10,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.7,LOW,LOW,29.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 20:06:51
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.693,11,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,24.0,LOW,LOW,29.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.3}",FLUCTUATING,2026-07-06 20:06:51
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.623,11,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,24.0,LOW,LOW,28.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.3}",FLUCTUATING,2026-07-06 20:06:52
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.679,11,sad,0.34,medium,0.4433,0.0,neutral,False,MEDIUM,0.346,23.9,LOW,LOW,28.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.2}",STABLE,2026-07-06 20:06:52
