emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,final_emotion,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,timestamp
happy,happy,LOW,Stable emotional condition,0.82,0.686,0,sad,0.34,medium,0.4467,0.0,happy,False,LOW,0.0,0.6,LOW,LOW,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.2, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:13:04
neutral,neutral,LOW,Stable emotional condition,0.82,0.609,0,sad,0.34,medium,0.4467,0.0,neutral,False,LOW,0.0,3.6,LOW,LOW,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.0, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:13:04
happy,happy,LOW,Stable emotional condition,0.82,0.301,0,sad,0.34,medium,0.4467,0.0,happy,False,LOW,0.0,0.6,LOW,LOW,4.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:13:05
happy,happy,LOW,Stable emotional condition,0.82,0.686,0,sad,0.34,medium,0.4467,0.0,happy,False,LOW,0.0,0.6,LOW,LOW,4.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.4, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:13:05
fear,fear,LOW,Negative emotional state,0.82,0.427,0,sad,0.34,medium,0.4467,0.0,fear,False,LOW,0.0,15.5,LOW,LOW,5.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.0, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:05
happy,happy,LOW,Stable emotional condition,0.82,0.693,0,sad,0.34,medium,0.41,0.0,happy,False,LOW,0.0,0.5,LOW,LOW,5.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.5, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:06
happy,happy,LOW,Stable emotional condition,0.82,0.693,0,sad,0.34,medium,0.41,0.0,happy,False,LOW,0.0,0.5,LOW,LOW,5.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:07
happy,happy,LOW,Stable emotional condition,0.82,0.686,1,sad,0.34,medium,0.41,0.0,happy,False,LOW,0.0,0.8,LOW,LOW,5.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.0, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:07
neutral,neutral,LOW,Stable emotional condition,0.82,0.602,1,sad,0.34,medium,0.41,0.0,neutral,False,LOW,0.0,3.8,LOW,LOW,5.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.5, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:08
happy,happy,LOW,Stable emotional condition,0.82,0.686,1,sad,0.34,medium,0.41,0.0,happy,False,LOW,0.0,0.8,LOW,LOW,6.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.9, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:08
neutral,neutral,LOW,Stable emotional condition,0.91,0.63,1,sad,0.34,medium,0.41,0.0,neutral,False,LOW,0.0,3.8,LOW,LOW,6.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:09
neutral,neutral,LOW,Stable emotional condition,0.82,0.616,1,sad,0.34,medium,0.41,0.0,neutral,False,LOW,0.0,3.8,LOW,LOW,6.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.0, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:09
happy,happy,LOW,Stable emotional condition,0.82,0.385,1,sad,0.34,medium,0.41,0.0,happy,False,LOW,0.0,0.8,LOW,LOW,6.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.3, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:09
neutral,neutral,LOW,Stable emotional condition,0.82,0.602,1,sad,0.34,medium,0.41,0.0,neutral,False,LOW,0.0,3.8,LOW,LOW,6.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:13:10
neutral,neutral,LOW,Stable emotional condition,0.82,0.63,1,sad,0.34,medium,0.41,0.0,neutral,False,LOW,0.0,3.8,LOW,LOW,6.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.4, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:10
neutral,neutral,LOW,Stable emotional condition,0.82,0.392,1,sad,0.34,medium,0.4267,0.0,neutral,False,LOW,0.0,3.8,LOW,LOW,6.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:11
happy,happy,LOW,Stable emotional condition,0.82,0.637,1,sad,0.34,medium,0.4267,0.0,happy,False,LOW,0.0,0.8,LOW,LOW,6.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:12
happy,happy,LOW,Stable emotional condition,0.82,0.672,1,sad,0.34,medium,0.4267,0.0,happy,False,LOW,0.0,0.8,LOW,LOW,6.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:12
happy,happy,LOW,Stable emotional condition,0.82,0.672,1,sad,0.34,medium,0.4267,0.0,happy,False,LOW,0.0,0.8,LOW,LOW,6.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:13
happy,happy,LOW,Stable emotional condition,0.82,0.672,1,sad,0.34,medium,0.4267,0.0,happy,False,LOW,0.0,0.8,LOW,LOW,6.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:13
happy,happy,LOW,Stable emotional condition,0.82,0.63,1,sad,0.34,medium,0.4267,0.0,happy,False,LOW,0.0,0.7,LOW,LOW,6.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,2026-07-07 18:13:13
happy,happy,LOW,Stable emotional condition,0.82,0.658,1,sad,0.34,medium,0.4267,0.0,happy,False,LOW,0.0,0.7,LOW,LOW,6.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,2026-07-07 18:13:14
happy,happy,LOW,Stable emotional condition,0.82,0.658,1,sad,0.34,medium,0.4267,0.0,happy,False,LOW,0.0,0.7,LOW,LOW,6.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:14
happy,happy,LOW,Stable emotional condition,0.82,0.658,1,sad,0.34,medium,0.4267,0.0,happy,False,LOW,0.0,0.7,LOW,LOW,6.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:15
happy,happy,LOW,Stable emotional condition,0.82,0.637,1,sad,0.34,medium,0.4267,0.0,happy,False,LOW,0.0,0.7,LOW,LOW,6.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:15
happy,happy,LOW,Stable emotional condition,0.82,0.672,1,sad,0.34,medium,0.42,0.0,happy,False,LOW,0.0,0.7,LOW,LOW,6.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:16
happy,happy,LOW,Stable emotional condition,0.82,0.686,1,sad,0.34,medium,0.42,0.0,happy,False,LOW,0.0,0.6,LOW,LOW,6.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:16
happy,happy,LOW,Stable emotional condition,0.82,0.616,2,sad,0.34,medium,0.42,0.0,happy,False,LOW,0.0,1.0,LOW,LOW,6.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:17
happy,happy,LOW,Stable emotional condition,0.82,0.672,2,sad,0.34,medium,0.42,0.0,happy,False,LOW,0.0,1.0,LOW,LOW,5.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:17
neutral,neutral,LOW,Stable emotional condition,0.82,0.595,2,sad,0.34,medium,0.42,0.0,neutral,False,LOW,0.0,4.0,LOW,LOW,5.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:18
neutral,neutral,LOW,Stable emotional condition,0.82,0.511,2,sad,0.34,medium,0.42,0.0,neutral,False,LOW,0.0,4.0,LOW,LOW,5.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:18
happy,happy,LOW,Stable emotional condition,0.82,0.665,2,sad,0.34,medium,0.42,0.0,happy,False,LOW,0.0,0.9,LOW,LOW,5.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:18
happy,happy,LOW,Stable emotional condition,0.82,0.637,2,sad,0.34,medium,0.42,0.0,happy,False,LOW,0.0,0.9,LOW,LOW,5.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:19
happy,happy,LOW,Stable emotional condition,0.82,0.63,2,sad,0.34,medium,0.42,0.0,happy,False,LOW,0.0,0.9,LOW,LOW,5.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:19
happy,happy,LOW,Stable emotional condition,0.82,0.686,2,sad,0.34,medium,0.42,0.0,happy,False,LOW,0.0,0.9,LOW,LOW,5.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:20
neutral,neutral,LOW,Stable emotional condition,0.82,0.476,2,sad,0.33666666666666667,medium,0.4267,0.0,neutral,False,LOW,0.0,3.9,LOW,LOW,5.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:21
happy,happy,LOW,Stable emotional condition,0.82,0.693,2,sad,0.33666666666666667,medium,0.4267,0.0,happy,False,LOW,0.0,1.0,LOW,LOW,5.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:21
neutral,neutral,LOW,Stable emotional condition,0.82,0.616,2,sad,0.33666666666666667,medium,0.4267,0.0,neutral,False,LOW,0.0,4.0,LOW,LOW,5.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:21
neutral,neutral,LOW,Stable emotional condition,0.89,0.658,2,sad,0.33666666666666667,medium,0.4267,0.0,neutral,False,LOW,0.0,4.0,LOW,LOW,5.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:22
neutral,neutral,LOW,Stable emotional condition,0.82,0.658,2,sad,0.33666666666666667,medium,0.4267,0.0,neutral,False,LOW,0.0,4.0,LOW,LOW,4.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:22
happy,happy,LOW,Stable emotional condition,0.82,0.665,2,sad,0.33666666666666667,medium,0.4267,0.0,happy,False,LOW,0.0,1.0,LOW,LOW,4.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:23
happy,happy,LOW,Stable emotional condition,0.82,0.637,2,sad,0.33666666666666667,medium,0.4267,0.0,happy,False,LOW,0.0,1.0,LOW,LOW,4.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:23
neutral,neutral,LOW,Stable emotional condition,0.82,0.434,3,sad,0.33666666666666667,medium,0.4267,0.0,neutral,False,LOW,0.0,4.3,LOW,LOW,4.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:24
neutral,neutral,LOW,Stable emotional condition,0.82,0.63,3,sad,0.33666666666666667,medium,0.4267,0.0,neutral,False,LOW,0.0,4.3,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:24
neutral,neutral,LOW,Stable emotional condition,0.82,0.378,3,sad,0.33666666666666667,medium,0.4267,0.0,neutral,False,LOW,0.0,4.3,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:25
happy,happy,LOW,Stable emotional condition,0.82,0.483,3,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,1.3,LOW,LOW,4.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.3}",STABLE,2026-07-07 18:13:26
happy,happy,LOW,Stable emotional condition,0.82,0.693,3,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,1.4,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,2026-07-07 18:13:26
happy,happy,LOW,Stable emotional condition,0.82,0.693,4,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,1.7,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,2026-07-07 18:13:27
happy,happy,LOW,Stable emotional condition,0.82,0.693,4,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,1.7,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,2026-07-07 18:13:27
happy,happy,LOW,Stable emotional condition,0.82,0.686,4,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,1.8,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,2026-07-07 18:13:28
happy,happy,LOW,Stable emotional condition,0.82,0.686,4,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,1.8,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,2026-07-07 18:13:29
happy,happy,LOW,Stable emotional condition,0.82,0.693,4,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,1.8,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,2026-07-07 18:13:30
happy,happy,LOW,Stable emotional condition,0.82,0.686,4,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,1.8,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.4}",STABLE,2026-07-07 18:13:30
happy,happy,LOW,Stable emotional condition,0.82,0.693,4,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,1.8,LOW,LOW,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:31
happy,happy,LOW,Stable emotional condition,0.82,0.7,5,sad,0.3333333333333333,medium,0.4567,0.0,happy,False,LOW,0.0,2.2,LOW,LOW,4.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:31
angry,angry,LOW,Negative emotional state,0.82,0.287,5,sad,0.33,medium,0.44,0.0,angry,False,LOW,0.0,17.2,LOW,LOW,4.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:32
happy,happy,LOW,Stable emotional condition,0.82,0.693,6,sad,0.33,medium,0.44,0.0,happy,False,LOW,0.0,2.5,LOW,LOW,5.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:34
happy,happy,LOW,Stable emotional condition,0.82,0.686,6,sad,0.33,medium,0.44,0.0,happy,False,LOW,0.0,2.6,LOW,LOW,5.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:13:35
happy,happy,LOW,Stable emotional condition,0.82,0.581,6,sad,0.33,medium,0.44,0.0,happy,False,LOW,0.0,2.5,LOW,LOW,5.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:13:36
happy,happy,LOW,Stable emotional condition,0.82,0.693,6,sad,0.33,medium,0.44,0.0,happy,False,LOW,0.0,2.6,LOW,LOW,5.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:13:37
neutral,neutral,LOW,Stable emotional condition,0.82,0.511,6,sad,0.33,medium,0.44,0.0,neutral,False,LOW,0.0,5.6,LOW,LOW,5.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.6}",FLUCTUATING,2026-07-07 18:13:37
happy,happy,LOW,Stable emotional condition,0.82,0.693,6,sad,0.33,medium,0.44,0.0,happy,False,LOW,0.0,2.6,LOW,LOW,5.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.6}",FLUCTUATING,2026-07-07 18:13:38
fear,fear,LOW,Negative emotional state,0.82,0.329,6,sad,0.33,medium,0.44,0.0,fear,False,LOW,0.0,17.6,LOW,LOW,5.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.6}",FLUCTUATING,2026-07-07 18:13:39
happy,happy,LOW,Stable emotional condition,0.82,0.686,6,sad,0.33,medium,0.44,0.0,happy,False,LOW,0.0,2.6,LOW,LOW,6.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.6}",FLUCTUATING,2026-07-07 18:13:40
happy,happy,LOW,Stable emotional condition,0.82,0.693,6,sad,0.33,medium,0.44,0.0,happy,False,LOW,0.0,2.6,LOW,LOW,6.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 0.6}",FLUCTUATING,2026-07-07 18:13:41
happy,happy,LOW,Stable emotional condition,0.82,0.686,7,sad,0.37666666666666665,medium,0.4433,0.0,happy,False,LOW,0.0,2.9,LOW,LOW,6.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.6}",FLUCTUATING,2026-07-07 18:13:42
