emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,final_emotion,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,timestamp
neutral,neutral,LOW,Stable emotional condition,0.67,0.7,2,sad,0.2743650793650793,medium,0.3867,0.0001,neutral,False,LOW,0.0,5.3,LOW,LOW,7.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.6, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 18:46:11
neutral,neutral,LOW,Stable emotional condition,0.67,0.7,3,sad,0.2743650793650793,medium,0.3867,0.0001,neutral,False,LOW,0.0,5.6,LOW,LOW,7.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 18:46:12
neutral,neutral,LOW,Stable emotional condition,0.68,0.7,3,sad,0.2743650793650793,medium,0.3867,0.0001,neutral,False,LOW,0.0,5.6,LOW,LOW,7.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.0, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 18:46:12
neutral,neutral,LOW,Stable emotional condition,0.68,0.7,3,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.6,LOW,LOW,6.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.6}",STABLE,2026-07-07 18:46:13
neutral,neutral,LOW,Stable emotional condition,0.68,0.7,4,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.9,LOW,LOW,6.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.5, 'eye_avoidance': 0.0, 'head_movement': 1.6}",STABLE,2026-07-07 18:46:13
neutral,neutral,LOW,Stable emotional condition,0.69,0.7,4,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.9,LOW,LOW,6.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",STABLE,2026-07-07 18:46:14
neutral,neutral,LOW,Stable emotional condition,0.71,0.7,4,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.8,LOW,LOW,6.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.5}",STABLE,2026-07-07 18:46:14
neutral,neutral,LOW,Stable emotional condition,0.73,0.7,4,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.8,LOW,LOW,5.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.9, 'eye_avoidance': 0.0, 'head_movement': 1.5}",STABLE,2026-07-07 18:46:15
neutral,neutral,LOW,Stable emotional condition,0.78,0.7,4,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.8,LOW,LOW,5.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",STABLE,2026-07-07 18:46:15
neutral,neutral,LOW,Stable emotional condition,0.8,0.7,4,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.8,LOW,LOW,5.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.4}",STABLE,2026-07-07 18:46:16
neutral,neutral,LOW,Stable emotional condition,0.81,0.7,4,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.7,LOW,LOW,5.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.5, 'eye_avoidance': 0.0, 'head_movement': 1.4}",STABLE,2026-07-07 18:46:16
neutral,neutral,LOW,Stable emotional condition,0.81,0.7,4,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.7,LOW,LOW,5.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",STABLE,2026-07-07 18:46:17
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,4,sad,0.34,medium,0.3833,0.0,neutral,False,LOW,0.0,5.7,LOW,LOW,4.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",STABLE,2026-07-07 18:46:17
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,4,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.7,LOW,LOW,4.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.0, 'head_movement': 1.3}",STABLE,2026-07-07 18:46:18
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,4,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.6,LOW,LOW,4.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",STABLE,2026-07-07 18:46:19
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,4,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.6,LOW,LOW,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.3}",STABLE,2026-07-07 18:46:19
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,4,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.6,LOW,LOW,3.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.3}",STABLE,2026-07-07 18:46:19
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,5,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.9,LOW,LOW,3.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.3}",STABLE,2026-07-07 18:46:20
neutral,neutral,LOW,Stable emotional condition,0.82,0.609,5,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.9,LOW,LOW,3.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",STABLE,2026-07-07 18:46:20
neutral,neutral,LOW,Stable emotional condition,0.82,0.693,5,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.9,LOW,LOW,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",STABLE,2026-07-07 18:46:21
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,5,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.7,LOW,LOW,3.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",STABLE,2026-07-07 18:46:21
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,5,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.3,LOW,LOW,2.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 0.7}",STABLE,2026-07-07 18:46:22
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,5,sad,0.37666666666666665,medium,0.3867,0.0,neutral,False,LOW,0.0,5.2,LOW,LOW,2.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:22
neutral,neutral,LOW,Stable emotional condition,0.82,0.7,5,sad,0.33,medium,0.37,0.0,neutral,False,LOW,0.0,5.2,LOW,LOW,1.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:23
neutral,neutral,LOW,Stable emotional condition,0.82,0.637,6,sad,0.33,medium,0.37,0.0,neutral,False,LOW,0.0,5.5,LOW,LOW,1.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:46:24
fear,fear,LOW,Negative emotional state,0.91,0.378,6,sad,0.33,medium,0.37,0.0,fear,False,LOW,0.0,17.6,LOW,LOW,1.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:24
angry,angry,LOW,Negative emotional state,0.94,0.315,6,sad,0.33,medium,0.37,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,1.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 0.6}",FLUCTUATING,2026-07-07 18:46:24
angry,angry,LOW,Negative emotional state,1.0,0.301,6,sad,0.33,medium,0.37,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,1.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:25
neutral,neutral,LOW,Stable emotional condition,0.94,0.301,6,sad,0.33,medium,0.37,0.0,neutral,False,LOW,0.0,5.5,LOW,LOW,1.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:25
angry,angry,LOW,Negative emotional state,0.91,0.364,6,sad,0.33,medium,0.37,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,2.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:26
angry,angry,LOW,Negative emotional state,1.0,0.315,6,sad,0.33,medium,0.37,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,2.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:26
angry,angry,LOW,Negative emotional state,1.0,0.266,6,sad,0.33,medium,0.37,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,2.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:27
angry,angry,LOW,Negative emotional state,1.0,0.322,6,sad,0.33,medium,0.37,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,2.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:27
angry,angry,LOW,Negative emotional state,1.0,0.273,6,sad,0.34,medium,0.3767,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,2.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:28
angry,angry,LOW,Negative emotional state,1.0,0.413,6,sad,0.34,medium,0.3767,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,2.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:29
angry,angry,LOW,Negative emotional state,0.93,0.406,6,sad,0.34,medium,0.3767,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,2.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:46:29
angry,angry,LOW,Negative emotional state,0.91,0.42,6,sad,0.34,medium,0.3767,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,2.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.5}",STABLE,2026-07-07 18:46:30
angry,angry,LOW,Negative emotional state,0.9,0.378,6,sad,0.34,medium,0.3767,0.0,angry,False,LOW,0.0,17.6,LOW,LOW,2.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:30
angry,angry,LOW,Negative emotional state,0.93,0.399,6,sad,0.34,medium,0.3767,0.0,angry,False,LOW,0.0,17.6,LOW,LOW,2.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:31
angry,angry,LOW,Negative emotional state,0.91,0.378,6,sad,0.34,medium,0.3767,0.0,angry,False,LOW,0.0,17.6,LOW,LOW,2.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:31
angry,angry,LOW,Negative emotional state,0.93,0.364,6,sad,0.34,medium,0.3767,0.0,angry,False,LOW,0.0,17.6,LOW,LOW,2.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:31
sad,sad,LOW,Stable emotional condition,0.91,0.5,6,sad,0.34,medium,0.3767,0.0,sad,True,LOW,0.0,17.6,LOW,LOW,2.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:32
sad,sad,LOW,Stable emotional condition,0.91,0.54,6,sad,0.34,medium,0.3767,0.0,sad,True,LOW,0.0,17.6,LOW,LOW,3.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:32
sad,sad,LOW,Stable emotional condition,0.94,0.587,6,sad,0.3433333333333333,medium,0.3833,0.0,sad,True,LOW,0.0,17.6,LOW,LOW,3.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:33
sad,sad,LOW,Stable emotional condition,0.91,0.632,6,sad,0.3433333333333333,medium,0.3833,0.0,sad,True,LOW,0.0,17.6,LOW,LOW,3.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:34
sad,sad,LOW,Stable emotional condition,0.91,0.627,6,sad,0.3433333333333333,medium,0.3833,0.0,sad,True,LOW,0.0,17.6,LOW,LOW,3.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 0.6}",STABLE,2026-07-07 18:46:34
angry,angry,LOW,Negative emotional state,1.0,0.574,6,sad,0.3433333333333333,medium,0.3833,0.0,angry,False,LOW,0.0,17.0,LOW,LOW,3.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.0, 'head_movement': 0.0}",STABLE,2026-07-07 18:46:35
neutral,neutral,LOW,Stable emotional condition,1.0,0.518,6,sad,0.3433333333333333,medium,0.3833,0.0,neutral,False,LOW,0.0,5.0,LOW,LOW,3.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:35
sad,sad,LOW,Stable emotional condition,1.0,0.767,6,sad,0.3433333333333333,medium,0.3833,0.0,sad,True,LOW,0.0,17.0,LOW,LOW,3.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:36
sad,sad,LOW,Stable emotional condition,1.0,0.762,6,sad,0.3433333333333333,medium,0.3833,0.0,sad,True,LOW,0.0,17.0,LOW,LOW,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:36
sad,sad,LOW,Stable emotional condition,1.0,0.772,6,sad,0.3433333333333333,medium,0.3833,0.0,sad,True,LOW,0.0,17.0,LOW,LOW,3.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:37
neutral,neutral,LOW,Stable emotional condition,1.0,0.602,6,sad,0.3433333333333333,medium,0.3833,0.0,neutral,False,LOW,0.0,5.0,LOW,LOW,4.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:37
sad,sad,LOW,Stable emotional condition,1.0,0.747,6,sad,0.3433333333333333,medium,0.3833,0.0,sad,True,LOW,0.0,17.0,LOW,LOW,4.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:38
sad,sad,LOW,Stable emotional condition,1.0,0.462,6,disgust,0.30466556655665566,high,0.3667,0.0143,sad,False,LOW,0.0,17.0,LOW,LOW,4.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:39
fear,fear,LOW,Negative emotional state,1.0,0.679,6,disgust,0.30466556655665566,high,0.3667,0.0143,fear,False,LOW,0.0,17.0,LOW,LOW,5.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:40
angry,angry,LOW,Negative emotional state,1.0,0.7,6,disgust,0.30466556655665566,high,0.3667,0.0143,angry,False,LOW,0.0,17.0,LOW,LOW,5.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:40
angry,angry,LOW,Negative emotional state,1.0,0.574,6,disgust,0.30466556655665566,high,0.3667,0.0143,angry,False,LOW,0.0,17.0,LOW,LOW,5.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.0}",FLUCTUATING,2026-07-07 18:46:41
sad,sad,LOW,Stable emotional condition,0.9,0.525,6,disgust,0.30466556655665566,high,0.3667,0.0143,sad,False,LOW,0.0,17.6,LOW,LOW,5.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.6}",FLUCTUATING,2026-07-07 18:46:41
sad,sad,LOW,Stable emotional condition,0.9,0.616,6,disgust,0.30466556655665566,high,0.3667,0.0143,sad,False,LOW,0.0,17.5,LOW,LOW,5.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:42
sad,sad,LOW,Stable emotional condition,0.82,0.623,6,disgust,0.30466556655665566,high,0.3667,0.0143,sad,False,LOW,0.0,17.5,LOW,LOW,5.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:42
sad,sad,LOW,Stable emotional condition,0.9,0.637,6,disgust,0.30466556655665566,high,0.3667,0.0143,sad,False,LOW,0.0,17.5,LOW,LOW,5.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.5}",FLUCTUATING,2026-07-07 18:46:43
neutral,neutral,LOW,Stable emotional condition,1.0,0.693,6,disgust,0.30466556655665566,high,0.3667,0.0143,neutral,False,LOW,0.0,5.6,LOW,LOW,5.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.6}",FLUCTUATING,2026-07-07 18:46:43
