emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,final_emotion,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,timestamp
neutral,neutral,LOW,Stable emotional condition,0.83,0.693,1,calm,0.37666666666666665,medium,0.4267,0.0001,neutral,False,LOW,0.0,5.5,LOW,LOW,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,2026-07-06 19:56:41
angry,angry,LOW,Negative emotional state,0.83,0.462,1,sad,0.34,low,0.36,0.0,angry,False,LOW,0.0,17.5,LOW,LOW,10.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.7, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,2026-07-06 19:56:42
neutral,neutral,LOW,Stable emotional condition,1.0,0.658,1,sad,0.34,low,0.36,0.0,neutral,False,LOW,0.0,3.3,LOW,LOW,9.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.0, 'eye_avoidance': 0.0, 'head_movement': 0.0}",UNSTABLE,2026-07-06 19:56:42
sad,sad,LOW,Stable emotional condition,0.76,0.515,1,sad,0.34,low,0.36,0.0,sad,True,LOW,0.0,17.7,LOW,LOW,10.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:43
sad,sad,LOW,Stable emotional condition,0.67,0.68,1,sad,0.34,low,0.36,0.0,sad,True,LOW,0.0,17.7,LOW,LOW,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.9, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:43
neutral,neutral,LOW,Stable emotional condition,0.67,0.483,1,sad,0.34,low,0.36,0.0,neutral,False,LOW,0.0,5.8,LOW,LOW,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.1, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:44
sad,sad,LOW,Stable emotional condition,0.73,0.735,1,sad,0.34,low,0.36,0.0,sad,True,LOW,0.0,17.8,LOW,LOW,11.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.4, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 19:56:44
neutral,neutral,LOW,Stable emotional condition,0.67,0.539,1,sad,0.34,low,0.36,0.0,neutral,False,LOW,0.0,5.9,LOW,LOW,11.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.6, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 19:56:45
neutral,neutral,LOW,Stable emotional condition,0.67,0.273,1,sad,0.34,low,0.36,0.0,neutral,False,LOW,0.0,5.8,LOW,LOW,11.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.2, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 19:56:45
sad,sad,LOW,Stable emotional condition,0.67,0.685,1,sad,0.34,low,0.36,0.0,sad,True,LOW,0.0,17.8,LOW,LOW,11.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.4, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 19:56:45
sad,sad,LOW,Stable emotional condition,0.73,0.67,1,sad,0.34,low,0.36,0.0,sad,True,LOW,0.0,17.8,LOW,LOW,11.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.1, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 19:56:46
sad,sad,LOW,Stable emotional condition,0.77,0.65,2,sad,0.34,medium,0.4167,0.0,sad,True,LOW,0.0,18.1,LOW,LOW,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",STABLE,2026-07-06 19:56:47
neutral,neutral,LOW,Stable emotional condition,0.67,0.609,2,sad,0.34,medium,0.4167,0.0,neutral,False,LOW,0.0,6.1,LOW,LOW,11.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.4}",STABLE,2026-07-06 19:56:48
sad,sad,LOW,Stable emotional condition,0.67,0.77,2,sad,0.34,medium,0.4167,0.0,sad,True,LOW,0.0,18.1,LOW,LOW,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",STABLE,2026-07-06 19:56:48
neutral,neutral,LOW,Stable emotional condition,0.67,0.371,2,sad,0.34,medium,0.4167,0.0,neutral,False,LOW,0.0,6.0,LOW,LOW,11.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.4}",STABLE,2026-07-06 19:56:48
sad,sad,LOW,Stable emotional condition,0.67,0.77,2,sad,0.34,medium,0.4167,0.0,sad,True,LOW,0.0,18.1,LOW,LOW,12.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",STABLE,2026-07-06 19:56:49
sad,sad,LOW,Stable emotional condition,0.83,0.745,3,sad,0.34,medium,0.4167,0.0,sad,True,LOW,0.0,18.4,LOW,LOW,12.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",STABLE,2026-07-06 19:56:49
sad,sad,LOW,Stable emotional condition,0.83,0.74,3,sad,0.34,medium,0.4167,0.0,sad,True,LOW,0.0,18.5,LOW,LOW,12.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",STABLE,2026-07-06 19:56:50
happy,happy,LOW,Stable emotional condition,0.83,0.42,3,sad,0.34,medium,0.4167,0.0,happy,False,LOW,0.0,3.5,LOW,LOW,12.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 19:56:50
happy,happy,LOW,Stable emotional condition,0.83,0.392,3,sad,0.34,medium,0.4167,0.0,happy,False,LOW,0.0,3.7,LOW,LOW,12.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",FLUCTUATING,2026-07-06 19:56:51
happy,happy,LOW,Stable emotional condition,0.83,0.658,3,sad,0.34,medium,0.4167,0.0,happy,False,LOW,0.0,3.7,LOW,LOW,12.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.7}",FLUCTUATING,2026-07-06 19:56:51
happy,happy,LOW,Stable emotional condition,0.83,0.686,3,sad,0.33666666666666667,medium,0.3867,0.0014,happy,False,LOW,0.0,3.8,LOW,LOW,12.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.8}",FLUCTUATING,2026-07-06 19:56:52
neutral,neutral,LOW,Stable emotional condition,0.73,0.651,3,sad,0.33666666666666667,medium,0.3867,0.0014,neutral,False,LOW,0.0,6.8,LOW,LOW,12.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.8}",FLUCTUATING,2026-07-06 19:56:53
neutral,neutral,LOW,Stable emotional condition,0.73,0.427,3,sad,0.33666666666666667,medium,0.3867,0.0014,neutral,False,LOW,0.0,6.7,LOW,LOW,11.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",FLUCTUATING,2026-07-06 19:56:53
neutral,neutral,LOW,Stable emotional condition,0.75,0.623,4,sad,0.33666666666666667,medium,0.3867,0.0014,neutral,False,LOW,0.0,6.9,LOW,LOW,11.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",FLUCTUATING,2026-07-06 19:56:54
neutral,neutral,LOW,Stable emotional condition,0.83,0.686,4,sad,0.33666666666666667,medium,0.3867,0.0014,neutral,False,LOW,0.0,6.7,LOW,LOW,11.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:54
fear,fear,LOW,Negative emotional state,0.83,0.546,4,sad,0.33666666666666667,medium,0.3867,0.0014,fear,False,LOW,0.0,18.8,LOW,LOW,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:55
sad,sad,LOW,Stable emotional condition,0.67,0.738,4,sad,0.33666666666666667,medium,0.3867,0.0014,sad,True,LOW,0.0,18.7,LOW,LOW,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:55
neutral,neutral,LOW,Stable emotional condition,0.76,0.392,4,sad,0.33666666666666667,medium,0.3867,0.0014,neutral,False,LOW,0.0,6.7,LOW,LOW,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:56
neutral,neutral,LOW,Stable emotional condition,0.76,0.308,4,sad,0.33666666666666667,medium,0.3867,0.0014,neutral,False,LOW,0.0,6.8,LOW,LOW,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:56
neutral,neutral,LOW,Stable emotional condition,0.72,0.658,4,sad,0.33666666666666667,medium,0.3867,0.0014,neutral,False,LOW,0.0,6.8,LOW,LOW,10.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:57
neutral,neutral,LOW,Stable emotional condition,0.76,0.63,4,sad,0.32666666666666666,medium,0.3933,0.0,neutral,False,LOW,0.0,6.7,LOW,LOW,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:58
happy,happy,LOW,Stable emotional condition,0.76,0.595,4,sad,0.32666666666666666,medium,0.3933,0.0,happy,False,LOW,0.0,3.7,LOW,LOW,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.4}",FLUCTUATING,2026-07-06 19:56:59
sad,sad,LOW,Stable emotional condition,0.77,0.763,4,sad,0.32666666666666666,medium,0.3933,0.0,sad,True,LOW,0.0,18.4,LOW,LOW,9.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.1}",FLUCTUATING,2026-07-06 19:56:59
sad,sad,LOW,Stable emotional condition,0.83,0.748,4,sad,0.32666666666666666,medium,0.3933,0.0,sad,True,LOW,0.0,18.3,LOW,LOW,9.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 19:57:00
fear,fear,LOW,Negative emotional state,0.67,0.385,4,sad,0.32666666666666666,medium,0.3933,0.0,fear,False,LOW,0.0,18.3,LOW,LOW,9.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 19:57:00
neutral,neutral,LOW,Stable emotional condition,0.72,0.679,4,sad,0.32666666666666666,medium,0.3933,0.0,neutral,False,LOW,0.0,6.3,LOW,LOW,9.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,2026-07-06 19:57:01
neutral,neutral,LOW,Stable emotional condition,0.75,0.672,5,sad,0.32666666666666666,medium,0.3933,0.0,neutral,False,LOW,0.0,6.6,LOW,LOW,9.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,2026-07-06 19:57:01
sad,sad,LOW,Stable emotional condition,0.67,0.533,5,sad,0.32666666666666666,medium,0.3933,0.0,sad,True,LOW,0.0,18.7,LOW,LOW,9.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 19:57:01
neutral,neutral,LOW,Stable emotional condition,0.67,0.518,5,sad,0.32666666666666666,medium,0.3933,0.0,neutral,False,LOW,0.0,6.7,LOW,LOW,9.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 19:57:02
sad,sad,LOW,Stable emotional condition,0.67,0.668,5,sad,0.32666666666666666,medium,0.3933,0.0,sad,True,LOW,0.0,18.7,LOW,LOW,9.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 19:57:02
sad,sad,LOW,Stable emotional condition,0.67,0.592,5,sad,0.3433333333333333,medium,0.41,0.0,sad,True,LOW,0.0,18.6,LOW,LOW,9.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 19:57:03
neutral,neutral,LOW,Stable emotional condition,0.83,0.35,6,sad,0.3433333333333333,medium,0.41,0.0,neutral,False,LOW,0.0,7.0,LOW,LOW,9.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 19:57:04
neutral,neutral,LOW,Stable emotional condition,0.83,0.672,6,sad,0.3433333333333333,medium,0.41,0.0,neutral,False,LOW,0.0,7.0,LOW,LOW,9.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,2026-07-06 19:57:04
neutral,neutral,LOW,Stable emotional condition,0.83,0.609,6,sad,0.3433333333333333,medium,0.41,0.0,neutral,False,LOW,0.0,6.9,LOW,LOW,9.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.9}",FLUCTUATING,2026-07-06 19:57:05
neutral,neutral,LOW,Stable emotional condition,0.67,0.553,6,sad,0.3433333333333333,medium,0.41,0.0,neutral,False,LOW,0.0,6.8,LOW,LOW,8.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.8}",STABLE,2026-07-06 19:57:05
sad,sad,LOW,Stable emotional condition,0.67,0.572,6,sad,0.3433333333333333,medium,0.41,0.0,sad,True,LOW,0.0,18.7,LOW,LOW,8.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.7}",STABLE,2026-07-06 19:57:06
neutral,neutral,LOW,Stable emotional condition,0.67,0.567,6,sad,0.3433333333333333,medium,0.41,0.0,neutral,False,LOW,0.0,6.7,LOW,LOW,8.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.7}",STABLE,2026-07-06 19:57:06
neutral,neutral,LOW,Stable emotional condition,0.67,0.665,6,sad,0.3433333333333333,medium,0.41,0.0,neutral,False,LOW,0.0,6.6,LOW,LOW,8.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.6}",STABLE,2026-07-06 19:57:06
neutral,neutral,LOW,Stable emotional condition,0.79,0.7,6,sad,0.3433333333333333,medium,0.41,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,8.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",STABLE,2026-07-06 19:57:07
neutral,neutral,LOW,Stable emotional condition,0.91,0.7,7,sad,0.3433333333333333,medium,0.41,0.0,neutral,False,LOW,0.0,6.7,LOW,LOW,8.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",STABLE,2026-07-06 19:57:07
neutral,neutral,LOW,Stable emotional condition,0.91,0.658,7,sad,0.32666666666666666,medium,0.42,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,8.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",STABLE,2026-07-06 19:57:09
neutral,neutral,LOW,Stable emotional condition,1.0,0.7,7,sad,0.32666666666666666,medium,0.42,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,8.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",STABLE,2026-07-06 19:57:09
neutral,neutral,LOW,Stable emotional condition,0.82,0.644,7,sad,0.32666666666666666,medium,0.42,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,8.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",STABLE,2026-07-06 19:57:10
neutral,neutral,LOW,Stable emotional condition,1.0,0.7,7,sad,0.32666666666666666,medium,0.42,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,8.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",STABLE,2026-07-06 19:57:10
neutral,neutral,LOW,Stable emotional condition,0.93,0.7,7,sad,0.32666666666666666,medium,0.42,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,7.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",STABLE,2026-07-06 19:57:10
neutral,neutral,LOW,Stable emotional condition,0.93,0.588,7,sad,0.32666666666666666,medium,0.42,0.0,neutral,False,LOW,0.0,6.4,LOW,LOW,7.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",STABLE,2026-07-06 19:57:11
neutral,neutral,LOW,Stable emotional condition,0.82,0.679,7,sad,0.32666666666666666,medium,0.42,0.0,neutral,False,LOW,0.0,6.4,LOW,LOW,6.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",STABLE,2026-07-06 19:57:12
neutral,neutral,LOW,Stable emotional condition,0.89,0.658,7,sad,0.32666666666666666,medium,0.42,0.0,neutral,False,LOW,0.0,6.3,LOW,LOW,6.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.0}",STABLE,2026-07-06 19:57:12
neutral,neutral,LOW,Stable emotional condition,0.9,0.693,7,sad,0.32666666666666666,medium,0.42,0.0,neutral,False,LOW,0.0,6.3,LOW,LOW,6.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.0}",STABLE,2026-07-06 19:57:13
