emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,timestamp
neutral,0.5,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.77,0.255,FLUCTUATING,15,2.74,CENTER,1.0,0,0.51,"{'yaw': 0.58, 'pitch': 3.75, 'roll': 0.0}",sad,0.34,medium,0.4567,0.0,0.0,,MEDIUM,0.5,24.4,28.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:40
neutral,1.0,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.77,0.509,FLUCTUATING,15,2.74,CENTER,1.0,0,0.509,"{'yaw': -1.67, 'pitch': 2.2, 'roll': -0.05}",sad,0.34,medium,0.4567,0.0,0.0,,MEDIUM,0.5,24.4,28.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:41
sad,0.99,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.61,0.505,FLUCTUATING,15,2.74,CENTER,1.0,0,0.51,"{'yaw': -1.09, 'pitch': 1.68, 'roll': -0.02}",sad,0.34,medium,0.4567,0.0,0.0,,MEDIUM,0.5,36.4,28.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:41
neutral,0.97,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.61,0.495,FLUCTUATING,16,2.77,CENTER,1.0,0,0.51,"{'yaw': -0.74, 'pitch': 1.11, 'roll': -0.02}",sad,0.34,medium,0.4567,0.0,0.0,,HIGH,1.0,39.7,36.0,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:42
neutral,0.97,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.63,0.496,FLUCTUATING,16,2.79,CENTER,1.0,0,0.511,"{'yaw': -0.68, 'pitch': 1.36, 'roll': -0.03}",sad,0.34,medium,0.4567,0.0,0.0,,HIGH,1.0,39.7,40.1,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:42
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.62,0.511,FLUCTUATING,16,2.84,CENTER,1.0,0,0.511,"{'yaw': -0.35, 'pitch': 0.58, 'roll': -0.03}",sad,0.34,medium,0.4567,0.0,0.0,,HIGH,1.0,39.8,42.5,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:43
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.62,0.508,STABLE,16,2.83,CENTER,1.0,0,0.508,"{'yaw': 1.08, 'pitch': 2.06, 'roll': -0.1}",sad,0.34,medium,0.4567,0.0,0.0,,HIGH,1.0,39.7,43.8,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:43
sad,0.87,sad,sad,HIGH,HIGH,MEDIUM,LOW,OVERLOADED,0.48,0.442,STABLE,16,2.98,CENTER,1.0,0,0.508,"{'yaw': 3.81, 'pitch': 0.79, 'roll': -0.09}",sad,0.34,medium,0.4567,0.0,0.0,,HIGH,1.0,51.8,44.6,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:44
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.55,0.509,STABLE,17,2.95,CENTER,1.0,0,0.509,"{'yaw': 0.82, 'pitch': 0.26, 'roll': -0.02}",sad,0.34,medium,0.4567,0.0,0.0,,HIGH,1.0,40.1,45.1,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:44
neutral,0.96,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.61,0.49,STABLE,17,2.9,CENTER,1.0,0,0.51,"{'yaw': -0.71, 'pitch': 0.84, 'roll': -0.07}",sad,0.34,medium,0.4567,0.0,0.0,,HIGH,1.0,40.1,45.1,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:45
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.66,0.509,STABLE,17,2.87,CENTER,1.0,0,0.509,"{'yaw': -1.01, 'pitch': 1.47, 'roll': -0.04}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,40.1,45.0,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:46
sad,0.53,sad,sad,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.46,0.27,STABLE,17,2.94,CENTER,1.0,0,0.51,"{'yaw': 3.97, 'pitch': 2.94, 'roll': -0.09}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,52.1,44.9,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:46
sad,0.55,sad,sad,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.43,0.28,STABLE,17,3.09,CENTER,1.0,0,0.509,"{'yaw': 4.08, 'pitch': 3.75, 'roll': -0.08}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,52.2,44.7,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:47
happy,0.96,happy,happy,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.49,0.49,FLUCTUATING,17,3.01,CENTER,1.0,0,0.51,"{'yaw': 0.36, 'pitch': 2.46, 'roll': -0.03}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,37.2,44.7,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:47
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.53,0.511,FLUCTUATING,17,2.91,CENTER,1.0,0,0.511,"{'yaw': -0.43, 'pitch': 1.69, 'roll': -0.04}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,40.1,44.7,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:48
happy,0.98,happy,happy,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.58,0.501,FLUCTUATING,17,2.88,CENTER,1.0,0,0.511,"{'yaw': -0.28, 'pitch': 1.34, 'roll': -0.04}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,37.1,44.9,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:48
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.63,0.511,FLUCTUATING,17,2.84,CENTER,1.0,0,0.511,"{'yaw': -0.54, 'pitch': 0.78, 'roll': -0.05}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,40.1,45.2,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:49
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.7,0.511,FLUCTUATING,17,2.8,CENTER,1.0,0,0.511,"{'yaw': -0.73, 'pitch': 1.25, 'roll': -0.05}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,40.1,45.2,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:49
neutral,0.82,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.53,0.418,FLUCTUATING,17,2.82,CENTER,1.0,0,0.51,"{'yaw': 0.91, 'pitch': 1.0, 'roll': -0.03}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,40.1,45.0,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:50
neutral,0.97,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.53,0.496,FLUCTUATING,17,2.83,CENTER,1.0,0,0.511,"{'yaw': 0.59, 'pitch': 1.47, 'roll': -0.03}",sad,0.34,medium,0.42,0.0,0.0,,HIGH,1.0,40.1,44.7,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:50
neutral,0.99,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.63,0.505,FLUCTUATING,18,2.74,CENTER,1.0,0,0.51,"{'yaw': -0.24, 'pitch': 1.26, 'roll': -0.04}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.4,44.5,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:52
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.6,0.509,FLUCTUATING,18,2.78,CENTER,1.0,0,0.509,"{'yaw': 2.0, 'pitch': 2.35, 'roll': -0.08}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.4,44.4,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:52
neutral,0.94,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.66,0.478,STABLE,18,2.88,CENTER,1.0,0,0.509,"{'yaw': 3.19, 'pitch': 1.47, 'roll': -0.11}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.4,44.3,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:53
neutral,0.97,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.59,0.494,STABLE,18,2.97,CENTER,1.0,0,0.509,"{'yaw': 3.62, 'pitch': 1.29, 'roll': -0.11}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.5,44.3,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:54
neutral,0.97,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.59,0.494,STABLE,18,2.99,CENTER,1.0,0,0.509,"{'yaw': 3.46, 'pitch': 0.85, 'roll': -0.11}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.5,44.1,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:54
neutral,0.96,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.59,0.489,STABLE,18,2.98,CENTER,1.0,0,0.509,"{'yaw': 3.37, 'pitch': 0.88, 'roll': -0.12}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.5,43.7,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:55
neutral,0.91,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.61,0.463,STABLE,18,2.95,CENTER,1.0,0,0.509,"{'yaw': 3.45, 'pitch': 0.84, 'roll': -0.13}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.5,43.3,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:55
neutral,0.91,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.463,STABLE,18,2.79,CENTER,1.0,0,0.509,"{'yaw': 3.31, 'pitch': 0.77, 'roll': -0.13}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.4,42.8,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:56
neutral,0.91,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.68,0.463,STABLE,18,2.83,CENTER,1.0,0,0.509,"{'yaw': 3.28, 'pitch': 0.61, 'roll': -0.12}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.4,42.3,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:57
neutral,0.87,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.59,0.443,STABLE,18,2.78,CENTER,1.0,0,0.509,"{'yaw': 3.05, 'pitch': 1.38, 'roll': -0.09}",sad,0.34,medium,0.44,0.0,0.0,,HIGH,1.0,40.4,41.8,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:58
neutral,0.96,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.489,STABLE,18,2.7,CENTER,1.0,0,0.509,"{'yaw': 2.99, 'pitch': 0.95, 'roll': -0.11}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.3,41.5,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:59
neutral,0.93,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.473,STABLE,18,2.64,CENTER,1.0,0,0.509,"{'yaw': 3.05, 'pitch': 0.49, 'roll': -0.12}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.3,41.1,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:00
neutral,0.95,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.64,0.483,STABLE,18,2.6,CENTER,1.0,0,0.508,"{'yaw': 2.95, 'pitch': 0.72, 'roll': -0.12}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.3,40.6,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:00
neutral,0.95,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.484,STABLE,18,2.58,CENTER,1.0,0,0.509,"{'yaw': 2.9, 'pitch': 0.52, 'roll': -0.13}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.3,40.3,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:01
neutral,0.92,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.468,STABLE,18,2.54,CENTER,1.0,0,0.509,"{'yaw': 2.91, 'pitch': 0.63, 'roll': -0.13}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.3,40.2,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:01
neutral,0.95,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.484,STABLE,18,2.5,CENTER,1.0,0,0.509,"{'yaw': 3.05, 'pitch': 0.73, 'roll': -0.12}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.2,40.0,MEDIUM,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:02
neutral,0.92,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.468,STABLE,18,2.5,CENTER,1.0,0,0.509,"{'yaw': 3.13, 'pitch': 0.59, 'roll': -0.13}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.2,39.7,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:02
neutral,0.92,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.468,STABLE,18,2.49,CENTER,1.0,0,0.509,"{'yaw': 3.12, 'pitch': 0.65, 'roll': -0.13}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.2,39.4,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:03
neutral,0.92,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.467,STABLE,18,2.46,CENTER,1.0,0,0.508,"{'yaw': 3.06, 'pitch': 0.98, 'roll': -0.13}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.2,39.1,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:03
neutral,0.9,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.458,STABLE,18,2.38,CENTER,1.0,0,0.509,"{'yaw': 2.94, 'pitch': 1.01, 'roll': -0.12}",sad,0.34,medium,0.4267,0.0,0.0,,HIGH,1.0,40.2,39.0,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:04
neutral,0.94,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.478,STABLE,18,2.28,CENTER,1.0,0,0.509,"{'yaw': 2.92, 'pitch': 0.69, 'roll': -0.12}",sad,0.3433333333333333,medium,0.4267,0.0,0.0,,HIGH,1.0,40.1,38.7,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:05
neutral,0.93,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.54,0.473,STABLE,18,2.19,CENTER,1.0,0,0.509,"{'yaw': 3.12, 'pitch': 0.59, 'roll': -0.13}",sad,0.3433333333333333,medium,0.4267,0.0,0.0,,HIGH,1.0,40.1,38.5,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:05
neutral,0.96,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.64,0.489,STABLE,18,1.96,CENTER,1.0,0,0.509,"{'yaw': 3.12, 'pitch': 0.74, 'roll': -0.12}",sad,0.3433333333333333,medium,0.4267,0.0,0.0,,HIGH,1.0,40.0,38.1,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:06
neutral,0.62,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.54,0.316,STABLE,18,1.85,CENTER,1.0,0,0.509,"{'yaw': 3.0, 'pitch': 0.68, 'roll': -0.11}",sad,0.3433333333333333,medium,0.4267,0.0,0.0,,HIGH,1.0,39.9,37.6,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:06
neutral,0.8,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.6,0.407,STABLE,18,1.73,CENTER,1.0,0,0.509,"{'yaw': 3.03, 'pitch': 0.8, 'roll': -0.11}",sad,0.3433333333333333,medium,0.4267,0.0,0.0,,HIGH,1.0,39.9,37.1,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:07
neutral,0.77,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.61,0.392,STABLE,18,1.62,CENTER,1.0,0,0.509,"{'yaw': 3.17, 'pitch': 0.8, 'roll': -0.11}",sad,0.3433333333333333,medium,0.4267,0.0,0.0,,HIGH,1.0,39.8,36.6,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 0.8}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:07
surprise,1.0,surprise,surprise,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.54,0.508,STABLE,18,1.54,CENTER,1.0,0,0.508,"{'yaw': 2.69, 'pitch': 2.25, 'roll': -0.08}",sad,0.3433333333333333,medium,0.4267,0.0,0.0,,HIGH,1.0,36.8,36.5,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 0.8}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:08
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.59,0.51,STABLE,18,1.4,CENTER,1.0,0,0.51,"{'yaw': 1.03, 'pitch': 1.67, 'roll': -0.06}",sad,0.3433333333333333,medium,0.4267,0.0,0.0,,HIGH,1.0,39.7,36.6,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 0.7}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:08
neutral,1.0,neutral,neutral,HIGH,HIGH,MEDIUM,LOW,FOCUSED,0.69,0.51,STABLE,18,1.42,CENTER,1.0,0,0.51,"{'yaw': 0.71, 'pitch': 1.26, 'roll': -0.06}",sad,0.3433333333333333,medium,0.4267,0.0,0.0,,HIGH,1.0,39.7,36.6,LOW,"{'visual_stress': 35.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 0.7}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:54:09
