emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,video_quality,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,modality_weights,quality_warning,fused_emotion,timestamp
neutral,calm,LOW,Stable emotional condition,0.83,0.202,2,0.384,angry,0.18666666666666668,LOW,0.4233,0.0701,0.738,0.0748,0.2462,3.3577,0.7538,0.0733,False,LOW,0.0,7.4,LOW,LOW,9.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.7}",FLUCTUATING,"{'visual': 0.676, 'audio': 0.324}",False,neutral,2026-07-09 09:37:48
neutral,calm,LOW,Stable emotional condition,0.83,0.268,2,0.394,angry,0.18666666666666668,LOW,0.4233,0.0701,0.738,0.0748,0.2462,3.3577,0.7538,0.0733,False,LOW,0.0,8.4,LOW,LOW,8.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 4.6}",FLUCTUATING,"{'visual': 0.735, 'audio': 0.265}",False,neutral,2026-07-09 09:37:48
neutral,calm,LOW,Stable emotional condition,0.83,0.263,2,0.387,angry,0.18666666666666668,LOW,0.4233,0.0701,0.738,0.0748,0.2462,3.3577,0.7538,0.0733,False,LOW,0.0,9.4,LOW,LOW,8.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 5.6}",FLUCTUATING,"{'visual': 0.732, 'audio': 0.268}",False,neutral,2026-07-09 09:37:49
neutral,calm,LOW,Stable emotional condition,0.67,0.255,2,0.401,angry,0.18666666666666668,LOW,0.4233,0.0701,0.738,0.0748,0.2462,3.3577,0.7538,0.0733,False,LOW,0.0,9.4,LOW,LOW,8.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 5.5}",FLUCTUATING,"{'visual': 0.726, 'audio': 0.274}",False,neutral,2026-07-09 09:37:49
neutral,calm,LOW,Stable emotional condition,0.67,0.267,2,0.419,angry,0.18666666666666668,LOW,0.4233,0.0701,0.738,0.0748,0.2462,3.3577,0.7538,0.0733,False,LOW,0.0,9.5,LOW,LOW,8.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 5.6}",STABLE,"{'visual': 0.735, 'audio': 0.265}",False,neutral,2026-07-09 09:37:49
sad,calm,LOW,Stable emotional condition,0.42,0.125,2,0.424,angry,0.18666666666666668,LOW,0.4233,0.0701,0.738,0.0748,0.2462,3.3577,0.7538,0.0733,False,LOW,0.288,36.6,MEDIUM,LOW,15.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.2, 'head_movement': 5.7}",FLUCTUATING,"{'visual': 0.564, 'audio': 0.436}",False,sad,2026-07-09 09:37:50
sad,calm,LOW,Stable emotional condition,0.42,0.122,2,0.416,angry,0.18666666666666668,LOW,0.4233,0.0701,0.738,0.0748,0.2462,3.3577,0.7538,0.0733,False,LOW,0.286,36.6,MEDIUM,LOW,19.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.2, 'head_movement': 5.7}",STABLE,"{'visual': 0.559, 'audio': 0.441}",False,sad,2026-07-09 09:37:50
neutral,calm,LOW,Stable emotional condition,0.67,0.175,2,0.417,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,9.6,LOW,LOW,15.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 5.7}",STABLE,"{'visual': 0.657, 'audio': 0.343}",False,neutral,2026-07-09 09:37:51
neutral,calm,LOW,Stable emotional condition,0.67,0.171,2,0.407,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,9.7,LOW,LOW,12.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 5.8}",STABLE,"{'visual': 0.651, 'audio': 0.349}",False,neutral,2026-07-09 09:37:52
neutral,calm,LOW,Stable emotional condition,0.67,0.276,2,0.428,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,9.7,LOW,LOW,11.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 5.8}",STABLE,"{'visual': 0.751, 'audio': 0.249}",False,neutral,2026-07-09 09:37:52
neutral,calm,LOW,Stable emotional condition,0.67,0.268,3,0.416,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,10.1,LOW,LOW,10.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 5.9}",STABLE,"{'visual': 0.745, 'audio': 0.255}",False,neutral,2026-07-09 09:37:52
neutral,calm,LOW,Stable emotional condition,0.67,0.253,3,0.416,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,10.1,LOW,LOW,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 5.9}",STABLE,"{'visual': 0.735, 'audio': 0.265}",False,neutral,2026-07-09 09:37:53
neutral,calm,LOW,Stable emotional condition,0.67,0.247,3,0.405,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,10.2,LOW,LOW,9.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 6.0}",STABLE,"{'visual': 0.729, 'audio': 0.271}",False,neutral,2026-07-09 09:37:53
neutral,calm,LOW,Stable emotional condition,0.67,0.219,3,0.396,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,10.3,LOW,LOW,9.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 6.1}",STABLE,"{'visual': 0.705, 'audio': 0.295}",False,neutral,2026-07-09 09:37:54
neutral,calm,LOW,Stable emotional condition,0.67,0.222,3,0.402,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,10.3,LOW,LOW,9.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 6.1}",STABLE,"{'visual': 0.708, 'audio': 0.292}",False,neutral,2026-07-09 09:37:54
neutral,calm,LOW,Stable emotional condition,0.67,0.28,3,0.426,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,10.3,LOW,LOW,9.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 6.1}",STABLE,"{'visual': 0.754, 'audio': 0.246}",False,neutral,2026-07-09 09:37:54
neutral,calm,LOW,Stable emotional condition,0.67,0.283,3,0.43,angry,0.18333333333333332,LOW,0.4333,0.0608,0.713,0.015,0.6382,1.6788,0.3618,0.3801,False,LOW,0.0,10.3,LOW,LOW,9.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 6.1}",STABLE,"{'visual': 0.756, 'audio': 0.244}",False,neutral,2026-07-09 09:37:55
neutral,calm,LOW,Stable emotional condition,0.67,0.287,3,0.419,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.197,22.9,LOW,LOW,15.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 6.2}",STABLE,"{'visual': 0.764, 'audio': 0.236}",False,neutral,2026-07-09 09:37:56
neutral,calm,LOW,Stable emotional condition,0.67,0.285,3,0.416,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.198,22.9,LOW,LOW,19.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 6.2}",STABLE,"{'visual': 0.763, 'audio': 0.237}",False,neutral,2026-07-09 09:37:56
neutral,calm,LOW,Stable emotional condition,0.67,0.184,3,0.417,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.198,22.9,LOW,LOW,21.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 6.2}",STABLE,"{'visual': 0.674, 'audio': 0.326}",False,neutral,2026-07-09 09:37:56
neutral,calm,LOW,Stable emotional condition,0.67,0.182,3,0.413,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.199,22.9,LOW,LOW,22.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.2, 'head_movement': 6.2}",STABLE,"{'visual': 0.672, 'audio': 0.328}",False,neutral,2026-07-09 09:37:57
neutral,calm,LOW,Stable emotional condition,0.67,0.273,3,0.406,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.201,22.9,LOW,LOW,23.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.2, 'head_movement': 6.2}",STABLE,"{'visual': 0.754, 'audio': 0.246}",False,neutral,2026-07-09 09:37:57
neutral,disgust,LOW,Stable emotional condition,0.67,0.26,3,0.387,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.207,22.9,LOW,LOW,23.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 6.2}",STABLE,"{'visual': 0.745, 'audio': 0.255}",False,neutral,2026-07-09 09:37:57
happy,disgust,LOW,Stable emotional condition,0.67,0.295,4,0.425,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.195,20.2,LOW,LOW,23.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.2, 'head_movement': 6.1}",STABLE,"{'visual': 0.768, 'audio': 0.232}",False,happy,2026-07-09 09:37:58
happy,surprised,LOW,Stable emotional condition,0.67,0.29,4,0.419,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.197,20.1,LOW,LOW,23.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 6.1}",STABLE,"{'visual': 0.766, 'audio': 0.234}",False,happy,2026-07-09 09:37:58
happy,surprised,LOW,Stable emotional condition,0.67,0.281,4,0.41,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.2,20.1,LOW,LOW,23.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 6.1}",STABLE,"{'visual': 0.76, 'audio': 0.24}",False,happy,2026-07-09 09:37:59
happy,surprised,LOW,Stable emotional condition,0.67,0.279,4,0.406,sad,0.18,MEDIUM,0.3867,0.058,0.705,0.0,0.3317,2.3504,0.6683,0.1646,False,LOW,0.201,20.2,LOW,LOW,23.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.2, 'head_movement': 6.1}",STABLE,"{'visual': 0.758, 'audio': 0.242}",False,happy,2026-07-09 09:37:59
neutral,surprised,MEDIUM,Stable emotional condition,0.57,0.24,4,0.404,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,MEDIUM,0.5,38.2,MEDIUM,LOW,30.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 6.2}",STABLE,"{'visual': 0.735, 'audio': 0.265}",False,neutral,2026-07-09 09:38:00
neutral,surprised,MEDIUM,Stable emotional condition,0.61,0.241,4,0.405,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,MEDIUM,0.5,38.4,MEDIUM,LOW,34.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 6.3}",STABLE,"{'visual': 0.735, 'audio': 0.265}",False,neutral,2026-07-09 09:38:00
neutral,surprised,MEDIUM,Stable emotional condition,0.63,0.096,4,0.392,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,MEDIUM,0.5,38.5,MEDIUM,LOW,37.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 6.4}",STABLE,"{'visual': 0.525, 'audio': 0.475}",False,neutral,2026-07-09 09:38:01
neutral,surprised,LOW,Stable emotional condition,0.67,0.1,4,0.409,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,LOW,0.212,23.1,LOW,LOW,31.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 6.1}",STABLE,"{'visual': 0.536, 'audio': 0.464}",False,neutral,2026-07-09 09:38:01
neutral,surprised,LOW,Stable emotional condition,0.67,0.28,4,0.412,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,LOW,0.211,22.4,LOW,LOW,28.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 5.3}",STABLE,"{'visual': 0.763, 'audio': 0.237}",False,neutral,2026-07-09 09:38:01
neutral,surprised,LOW,Stable emotional condition,0.67,0.274,5,0.403,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,LOW,0.214,21.1,LOW,LOW,25.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 3.8}",STABLE,"{'visual': 0.759, 'audio': 0.241}",False,neutral,2026-07-09 09:38:02
neutral,surprised,LOW,Stable emotional condition,0.67,0.247,5,0.401,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,LOW,0.214,21.2,LOW,LOW,23.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 3.9}",STABLE,"{'visual': 0.74, 'audio': 0.26}",False,neutral,2026-07-09 09:38:02
neutral,surprised,LOW,Stable emotional condition,0.83,0.219,5,0.356,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,LOW,0.229,22.2,LOW,LOW,22.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.2, 'head_movement': 4.8}",STABLE,"{'visual': 0.716, 'audio': 0.284}",False,neutral,2026-07-09 09:38:02
neutral,calm,LOW,Stable emotional condition,0.83,0.234,5,0.403,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,LOW,0.214,22.1,LOW,LOW,22.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.2, 'head_movement': 4.7}",STABLE,"{'visual': 0.729, 'audio': 0.271}",False,neutral,2026-07-09 09:38:03
neutral,calm,LOW,Stable emotional condition,0.72,0.24,5,0.413,angry,0.17333333333333334,MEDIUM,0.42,0.0617,0.716,0.015,0.4523,4.0292,0.5477,0.1122,False,LOW,0.211,22.0,LOW,LOW,21.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 4.7}",STABLE,"{'visual': 0.734, 'audio': 0.266}",False,neutral,2026-07-09 09:38:03
neutral,calm,LOW,Stable emotional condition,0.67,0.246,5,0.414,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,LOW,0.216,22.0,LOW,LOW,21.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 4.6}",STABLE,"{'visual': 0.597, 'audio': 0.403}",False,neutral,2026-07-09 09:38:04
neutral,calm,LOW,Stable emotional condition,0.83,0.228,5,0.384,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,LOW,0.226,22.0,LOW,LOW,21.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 4.6}",STABLE,"{'visual': 0.579, 'audio': 0.421}",False,neutral,2026-07-09 09:38:04
sad,calm,MEDIUM,Negative emotional state,0.56,0.166,5,0.397,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,MEDIUM,0.5,49.0,MEDIUM,MEDIUM,28.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.2, 'head_movement': 4.6}",STABLE,"{'visual': 0.401, 'audio': 0.599}",False,fear,2026-07-09 09:38:05
sad,calm,MEDIUM,Negative emotional state,0.45,0.166,5,0.403,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,MEDIUM,0.5,49.0,MEDIUM,MEDIUM,32.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.2, 'head_movement': 4.6}",STABLE,"{'visual': 0.404, 'audio': 0.596}",False,fear,2026-07-09 09:38:05
sad,calm,MEDIUM,Stable emotional condition,0.49,0.189,5,0.392,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,MEDIUM,0.5,49.1,MEDIUM,LOW,35.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 4.7}",FLUCTUATING,"{'visual': 0.532, 'audio': 0.468}",False,sad,2026-07-09 09:38:06
sad,calm,MEDIUM,Stable emotional condition,0.47,0.195,5,0.404,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,MEDIUM,0.5,49.1,MEDIUM,LOW,37.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 4.8}",FLUCTUATING,"{'visual': 0.54, 'audio': 0.46}",False,sad,2026-07-09 09:38:06
neutral,calm,LOW,Stable emotional condition,0.75,0.235,5,0.409,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,LOW,0.218,22.3,LOW,LOW,31.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.2, 'head_movement': 4.9}",FLUCTUATING,"{'visual': 0.585, 'audio': 0.415}",False,neutral,2026-07-09 09:38:06
neutral,calm,LOW,Stable emotional condition,0.67,0.246,5,0.429,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,LOW,0.212,22.5,LOW,LOW,27.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.2, 'head_movement': 5.1}",FLUCTUATING,"{'visual': 0.597, 'audio': 0.403}",False,neutral,2026-07-09 09:38:07
surprise,calm,LOW,Stable emotional condition,0.67,0.212,5,0.41,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,LOW,0.218,19.7,LOW,LOW,26.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 5.3}",FLUCTUATING,"{'visual': 0.561, 'audio': 0.439}",False,surprise,2026-07-09 09:38:07
surprise,calm,LOW,Stable emotional condition,0.76,0.206,5,0.398,fear,0.30333333333333334,MEDIUM,0.4033,0.0908,0.783,0.0,0.5377,2.6862,0.4623,0.2288,False,LOW,0.221,19.8,LOW,LOW,25.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 5.4}",FLUCTUATING,"{'visual': 0.554, 'audio': 0.446}",False,surprise,2026-07-09 09:38:07
neutral,calm,LOW,Stable emotional condition,0.72,0.245,5,0.398,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,LOW,0.221,22.7,LOW,LOW,24.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.4}",FLUCTUATING,"{'visual': 0.665, 'audio': 0.335}",False,neutral,2026-07-09 09:38:08
neutral,calm,LOW,Stable emotional condition,0.67,0.255,5,0.414,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,LOW,0.216,22.8,LOW,LOW,24.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.4}",FLUCTUATING,"{'visual': 0.674, 'audio': 0.326}",False,neutral,2026-07-09 09:38:09
neutral,calm,LOW,Stable emotional condition,0.67,0.26,5,0.412,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,LOW,0.217,22.8,LOW,LOW,24.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.4}",FLUCTUATING,"{'visual': 0.678, 'audio': 0.322}",False,neutral,2026-07-09 09:38:09
neutral,calm,LOW,Stable emotional condition,0.73,0.264,5,0.419,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,LOW,0.215,22.9,LOW,LOW,24.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.5}",FLUCTUATING,"{'visual': 0.681, 'audio': 0.319}",False,neutral,2026-07-09 09:38:09
neutral,calm,LOW,Stable emotional condition,0.74,0.232,5,0.4,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,LOW,0.22,22.9,LOW,LOW,24.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.6}",FLUCTUATING,"{'visual': 0.653, 'audio': 0.347}",False,neutral,2026-07-09 09:38:10
neutral,calm,LOW,Stable emotional condition,0.72,0.228,5,0.393,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,LOW,0.223,23.0,LOW,LOW,24.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.2, 'head_movement': 5.6}",STABLE,"{'visual': 0.649, 'audio': 0.351}",False,neutral,2026-07-09 09:38:10
sad,calm,MEDIUM,Negative emotional state,0.47,0.123,5,0.388,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,MEDIUM,0.5,50.0,MEDIUM,MEDIUM,31.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.7}",FLUCTUATING,"{'visual': 0.462, 'audio': 0.538}",False,fear,2026-07-09 09:38:11
sad,calm,MEDIUM,Negative emotional state,0.42,0.123,5,0.407,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,MEDIUM,0.5,50.1,MEDIUM,MEDIUM,35.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.7}",FLUCTUATING,"{'visual': 0.474, 'audio': 0.526}",False,fear,2026-07-09 09:38:11
neutral,calm,LOW,Stable emotional condition,0.67,0.248,6,0.407,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,LOW,0.218,23.4,LOW,LOW,31.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.2, 'head_movement': 5.7}",FLUCTUATING,"{'visual': 0.668, 'audio': 0.332}",False,neutral,2026-07-09 09:38:11
neutral,calm,LOW,Stable emotional condition,0.67,0.253,6,0.415,fear,0.23666666666666666,MEDIUM,0.4233,0.073,0.745,0.0,0.3518,3.0219,0.6482,0.1291,False,LOW,0.216,23.4,LOW,LOW,28.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.7}",STABLE,"{'visual': 0.672, 'audio': 0.328}",False,neutral,2026-07-09 09:38:12
neutral,calm,LOW,Stable emotional condition,0.67,0.286,6,0.412,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,10.9,LOW,LOW,21.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.7}",STABLE,"{'visual': 0.754, 'audio': 0.246}",False,neutral,2026-07-09 09:38:13
