emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,video_quality,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,modality_weights,quality_warning,fused_emotion,timestamp
neutral,calm,LOW,Stable emotional condition,0.67,0.297,6,0.428,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,10.8,LOW,LOW,16.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.6}",STABLE,"{'visual': 0.761, 'audio': 0.239}",False,neutral,2026-07-09 09:38:13
neutral,calm,LOW,Stable emotional condition,0.67,0.292,6,0.425,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,10.7,LOW,LOW,13.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.5}",STABLE,"{'visual': 0.758, 'audio': 0.242}",False,neutral,2026-07-09 09:38:13
neutral,calm,LOW,Stable emotional condition,0.67,0.3,6,0.438,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,10.8,LOW,LOW,11.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.2, 'head_movement': 5.6}",STABLE,"{'visual': 0.763, 'audio': 0.237}",False,neutral,2026-07-09 09:38:14
neutral,calm,LOW,Stable emotional condition,0.67,0.297,6,0.428,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,10.6,LOW,LOW,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 5.6}",STABLE,"{'visual': 0.761, 'audio': 0.239}",False,neutral,2026-07-09 09:38:14
neutral,calm,LOW,Stable emotional condition,0.67,0.297,6,0.428,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,10.6,LOW,LOW,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 5.6}",STABLE,"{'visual': 0.761, 'audio': 0.239}",False,neutral,2026-07-09 09:38:14
neutral,calm,LOW,Stable emotional condition,0.67,0.256,6,0.426,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,10.5,LOW,LOW,9.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 5.5}",STABLE,"{'visual': 0.734, 'audio': 0.266}",False,neutral,2026-07-09 09:38:15
neutral,calm,LOW,Stable emotional condition,0.67,0.255,6,0.424,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,9.5,LOW,LOW,9.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 4.5}",STABLE,"{'visual': 0.733, 'audio': 0.267}",False,neutral,2026-07-09 09:38:15
neutral,calm,LOW,Stable emotional condition,0.67,0.297,6,0.428,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,9.1,LOW,LOW,8.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 4.1}",STABLE,"{'visual': 0.761, 'audio': 0.239}",False,neutral,2026-07-09 09:38:15
neutral,calm,LOW,Stable emotional condition,0.67,0.301,6,0.434,sad,0.18,LOW,0.4233,0.0704,0.739,0.0,0.2915,3.6935,0.7085,0.0868,False,LOW,0.0,8.9,LOW,LOW,8.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 3.9}",STABLE,"{'visual': 0.764, 'audio': 0.236}",False,neutral,2026-07-09 09:38:16
neutral,calm,LOW,Stable emotional condition,0.67,0.294,6,0.424,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,False,LOW,0.0,8.7,LOW,LOW,7.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 3.7}",STABLE,"{'visual': 0.725, 'audio': 0.275}",False,neutral,2026-07-09 09:38:17
neutral,calm,LOW,Stable emotional condition,0.67,0.297,6,0.428,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,False,LOW,0.0,8.6,LOW,LOW,7.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.0, 'head_movement': 3.6}",STABLE,"{'visual': 0.727, 'audio': 0.273}",False,neutral,2026-07-09 09:38:17
neutral,calm,LOW,Stable emotional condition,0.67,0.301,6,0.434,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,False,LOW,0.0,8.7,LOW,LOW,7.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.0, 'head_movement': 3.7}",STABLE,"{'visual': 0.73, 'audio': 0.27}",False,neutral,2026-07-09 09:38:18
neutral,calm,LOW,Stable emotional condition,0.67,0.293,6,0.423,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,False,LOW,0.0,8.6,LOW,LOW,6.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 3.6}",STABLE,"{'visual': 0.725, 'audio': 0.275}",False,neutral,2026-07-09 09:38:18
neutral,calm,LOW,Stable emotional condition,0.67,0.295,6,0.426,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,False,LOW,0.0,8.6,LOW,LOW,6.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 3.6}",STABLE,"{'visual': 0.726, 'audio': 0.274}",False,neutral,2026-07-09 09:38:18
neutral,calm,LOW,Stable emotional condition,0.67,0.286,6,0.413,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,False,LOW,0.0,8.6,LOW,LOW,6.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.6}",STABLE,"{'visual': 0.72, 'audio': 0.28}",False,neutral,2026-07-09 09:38:19
neutral,calm,LOW,Stable emotional condition,0.67,0.142,6,0.423,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,False,LOW,0.0,8.5,LOW,LOW,6.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.5}",STABLE,"{'visual': 0.561, 'audio': 0.439}",False,neutral,2026-07-09 09:38:19
neutral,calm,LOW,Stable emotional condition,0.67,0.15,7,0.447,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,False,LOW,0.0,8.7,LOW,LOW,5.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 3.4}",STABLE,"{'visual': 0.574, 'audio': 0.426}",False,neutral,2026-07-09 09:38:19
angry,calm,LOW,Negative emotional state,0.56,0.365,7,0.426,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,True,LOW,0.292,35.6,MEDIUM,LOW,12.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.3}",STABLE,"{'visual': 0.7, 'audio': 0.3}",False,angry,2026-07-09 09:38:20
angry,calm,LOW,Negative emotional state,0.56,0.361,7,0.417,angry,0.21666666666666667,LOW,0.4133,0.0683,0.734,0.0,0.5276,2.0146,0.4724,0.2424,True,LOW,0.289,35.6,MEDIUM,LOW,16.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 3.3}",STABLE,"{'visual': 0.695, 'audio': 0.305}",False,angry,2026-07-09 09:38:20
neutral,calm,LOW,Stable emotional condition,0.74,0.287,7,0.418,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.217,21.1,LOW,LOW,18.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.3}",STABLE,"{'visual': 0.747, 'audio': 0.253}",False,neutral,2026-07-09 09:38:21
neutral,calm,LOW,Stable emotional condition,0.67,0.281,7,0.41,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.219,21.1,LOW,LOW,19.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.3}",STABLE,"{'visual': 0.744, 'audio': 0.256}",False,neutral,2026-07-09 09:38:21
neutral,calm,LOW,Stable emotional condition,0.67,0.285,7,0.415,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.218,21.1,LOW,LOW,19.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.3}",STABLE,"{'visual': 0.746, 'audio': 0.254}",False,neutral,2026-07-09 09:38:22
neutral,calm,LOW,Stable emotional condition,0.72,0.286,7,0.417,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.217,21.2,LOW,LOW,19.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.3}",STABLE,"{'visual': 0.747, 'audio': 0.253}",False,neutral,2026-07-09 09:38:22
neutral,happy,LOW,Stable emotional condition,0.67,0.116,7,0.404,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.221,21.2,LOW,LOW,20.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.4}",STABLE,"{'visual': 0.544, 'audio': 0.456}",False,neutral,2026-07-09 09:38:23
neutral,happy,LOW,Stable emotional condition,0.67,0.117,7,0.406,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.22,21.1,LOW,LOW,20.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 3.3}",STABLE,"{'visual': 0.546, 'audio': 0.454}",False,neutral,2026-07-09 09:38:23
neutral,happy,LOW,Stable emotional condition,0.67,0.228,7,0.413,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.218,21.0,LOW,LOW,19.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 3.2}",STABLE,"{'visual': 0.702, 'audio': 0.298}",False,neutral,2026-07-09 09:38:23
neutral,happy,LOW,Stable emotional condition,0.67,0.227,7,0.411,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.219,21.1,LOW,LOW,19.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 3.2}",STABLE,"{'visual': 0.701, 'audio': 0.299}",False,neutral,2026-07-09 09:38:24
neutral,happy,LOW,Stable emotional condition,0.67,0.227,7,0.411,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.219,21.0,LOW,LOW,19.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 3.2}",STABLE,"{'visual': 0.701, 'audio': 0.299}",False,neutral,2026-07-09 09:38:24
neutral,happy,LOW,Stable emotional condition,0.67,0.237,7,0.429,angry,0.18333333333333332,MEDIUM,0.4233,0.0776,0.756,0.0,0.1608,1.6788,0.8392,0.1197,False,LOW,0.214,21.0,LOW,LOW,19.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 3.1}",STABLE,"{'visual': 0.71, 'audio': 0.29}",False,neutral,2026-07-09 09:38:25
neutral,happy,LOW,Stable emotional condition,0.67,0.292,7,0.425,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.215,20.9,LOW,LOW,19.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 3.0}",STABLE,"{'visual': 0.735, 'audio': 0.265}",False,neutral,2026-07-09 09:38:26
neutral,fearful,LOW,Stable emotional condition,0.67,0.294,7,0.429,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.214,20.8,LOW,LOW,19.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.9}",STABLE,"{'visual': 0.737, 'audio': 0.263}",False,neutral,2026-07-09 09:38:27
neutral,disgust,LOW,Stable emotional condition,0.67,0.269,8,0.418,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.217,21.0,LOW,LOW,19.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.9}",STABLE,"{'visual': 0.719, 'audio': 0.281}",False,neutral,2026-07-09 09:38:27
neutral,disgust,LOW,Stable emotional condition,0.74,0.278,8,0.431,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.214,20.9,LOW,LOW,18.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",STABLE,"{'visual': 0.725, 'audio': 0.275}",False,neutral,2026-07-09 09:38:27
neutral,disgust,LOW,Stable emotional condition,0.67,0.244,8,0.406,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.221,20.9,LOW,LOW,18.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",STABLE,"{'visual': 0.699, 'audio': 0.301}",False,neutral,2026-07-09 09:38:28
neutral,disgust,LOW,Stable emotional condition,0.67,0.244,9,0.405,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.221,21.2,LOW,LOW,18.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",STABLE,"{'visual': 0.699, 'audio': 0.301}",False,neutral,2026-07-09 09:38:28
neutral,disgust,LOW,Stable emotional condition,0.67,0.277,9,0.416,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.218,21.3,LOW,LOW,18.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,"{'visual': 0.725, 'audio': 0.275}",False,neutral,2026-07-09 09:38:29
neutral,disgust,LOW,Stable emotional condition,0.67,0.275,9,0.413,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.219,21.3,LOW,LOW,18.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,"{'visual': 0.723, 'audio': 0.277}",False,neutral,2026-07-09 09:38:29
neutral,calm,LOW,Stable emotional condition,0.67,0.295,9,0.43,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.214,21.2,LOW,LOW,18.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",STABLE,"{'visual': 0.737, 'audio': 0.263}",False,neutral,2026-07-09 09:38:29
neutral,calm,LOW,Stable emotional condition,0.67,0.291,9,0.424,sad,0.19,MEDIUM,0.4067,0.0946,0.79,0.2095,0.2462,3.0219,0.7538,0.0815,False,LOW,0.216,21.2,LOW,LOW,18.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",STABLE,"{'visual': 0.735, 'audio': 0.265}",False,neutral,2026-07-09 09:38:30
neutral,calm,LOW,Stable emotional condition,0.67,0.294,9,0.42,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,False,LOW,0.0,8.7,LOW,LOW,12.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",STABLE,"{'visual': 0.745, 'audio': 0.255}",False,neutral,2026-07-09 09:38:31
neutral,calm,LOW,Stable emotional condition,0.67,0.298,9,0.425,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,False,LOW,0.0,8.8,LOW,LOW,9.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,"{'visual': 0.748, 'audio': 0.252}",False,neutral,2026-07-09 09:38:31
neutral,calm,LOW,Stable emotional condition,0.67,0.231,9,0.418,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,False,LOW,0.0,8.8,LOW,LOW,7.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,"{'visual': 0.697, 'audio': 0.303}",False,neutral,2026-07-09 09:38:31
neutral,calm,LOW,Stable emotional condition,0.67,0.225,9,0.407,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,False,LOW,0.0,8.9,LOW,LOW,5.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.9}",STABLE,"{'visual': 0.691, 'audio': 0.309}",False,neutral,2026-07-09 09:38:32
neutral,calm,LOW,Stable emotional condition,0.67,0.275,9,0.414,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,False,LOW,0.0,8.9,LOW,LOW,5.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.9}",STABLE,"{'visual': 0.733, 'audio': 0.267}",False,neutral,2026-07-09 09:38:32
neutral,calm,LOW,Stable emotional condition,0.67,0.283,9,0.425,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,False,LOW,0.0,8.9,LOW,LOW,4.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.9}",STABLE,"{'visual': 0.738, 'audio': 0.262}",False,neutral,2026-07-09 09:38:33
neutral,happy,LOW,Stable emotional condition,0.67,0.29,10,0.419,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,False,LOW,0.0,9.2,LOW,LOW,4.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,"{'visual': 0.743, 'audio': 0.257}",False,neutral,2026-07-09 09:38:33
neutral,happy,LOW,Stable emotional condition,0.67,0.292,10,0.421,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,False,LOW,0.0,9.2,LOW,LOW,3.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,"{'visual': 0.744, 'audio': 0.256}",False,neutral,2026-07-09 09:38:33
fear,happy,LOW,Negative emotional state,0.56,0.316,10,0.413,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,True,LOW,0.285,36.1,MEDIUM,LOW,10.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,"{'visual': 0.668, 'audio': 0.332}",False,fear,2026-07-09 09:38:34
fear,happy,LOW,Negative emotional state,0.56,0.32,10,0.424,fear,0.18666666666666668,LOW,0.4067,0.0835,0.769,0.5388,0.5377,1.6788,0.4623,0.3203,True,LOW,0.288,36.2,MEDIUM,LOW,14.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,"{'visual': 0.674, 'audio': 0.326}",False,fear,2026-07-09 09:38:34
fear,happy,LOW,Negative emotional state,0.56,0.299,10,0.436,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.289,36.4,MEDIUM,LOW,17.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 3.0}",STABLE,"{'visual': 0.751, 'audio': 0.249}",False,fear,2026-07-09 09:38:35
fear,happy,LOW,Negative emotional state,0.72,0.298,10,0.435,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.289,36.5,MEDIUM,LOW,18.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 3.2}",STABLE,"{'visual': 0.751, 'audio': 0.249}",False,fear,2026-07-09 09:38:36
fear,disgust,LOW,Negative emotional state,0.72,0.178,10,0.425,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.286,36.9,MEDIUM,LOW,19.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 3.5}",STABLE,"{'visual': 0.643, 'audio': 0.357}",False,fear,2026-07-09 09:38:36
fear,disgust,LOW,Negative emotional state,0.56,0.178,10,0.424,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.285,37.0,MEDIUM,LOW,20.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 0.5, 'eye_avoidance': 0.0, 'head_movement': 3.6}",STABLE,"{'visual': 0.642, 'audio': 0.358}",False,fear,2026-07-09 09:38:36
neutral,disgust,LOW,Stable emotional condition,0.56,0.279,11,0.406,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.28,25.2,LOW,LOW,21.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 3.5}",STABLE,"{'visual': 0.737, 'audio': 0.263}",False,neutral,2026-07-09 09:38:37
neutral,disgust,LOW,Stable emotional condition,0.67,0.282,11,0.411,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.0,10.1,LOW,LOW,14.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 3.4}",STABLE,"{'visual': 0.74, 'audio': 0.26}",False,neutral,2026-07-09 09:38:37
fear,calm,LOW,Negative emotional state,0.61,0.291,11,0.424,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.285,37.1,MEDIUM,LOW,17.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 3.4}",STABLE,"{'visual': 0.746, 'audio': 0.254}",False,fear,2026-07-09 09:38:38
fear,disgust,LOW,Negative emotional state,0.56,0.3,11,0.437,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.289,37.2,MEDIUM,LOW,19.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 3.5}",STABLE,"{'visual': 0.751, 'audio': 0.249}",False,fear,2026-07-09 09:38:38
neutral,calm,LOW,Stable emotional condition,0.67,0.294,11,0.428,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.0,10.4,LOW,LOW,14.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.7}",STABLE,"{'visual': 0.748, 'audio': 0.252}",False,neutral,2026-07-09 09:38:38
neutral,calm,LOW,Stable emotional condition,0.72,0.298,11,0.434,angry,0.18666666666666668,LOW,0.42,0.079,0.759,0.0,0.3317,2.0146,0.6683,0.1886,False,LOW,0.0,10.5,LOW,LOW,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 3.8}",STABLE,"{'visual': 0.75, 'audio': 0.25}",False,neutral,2026-07-09 09:38:39
