emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,fused_emotion,timestamp
happy,0.99,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.88,0.295,FLUCTUATING,18,2.46,CENTER,1.0,0,0.425,"{'yaw': -1.82, 'pitch': 2.78, 'roll': -0.12}",fear,0.31,MEDIUM,0.3933,0.0352,0.619,0.015,0.0402,2.0146,0.9598,0.02,False,LOW,0.182,19.7,30.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.687, 'audio': 0.313}",False,happy,2026-07-08 21:38:27
happy,0.99,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.69,0.297,FLUCTUATING,19,2.42,CENTER,1.0,0,0.429,"{'yaw': -1.6, 'pitch': 3.63, 'roll': -0.13}",fear,0.31,MEDIUM,0.3933,0.0352,0.619,0.015,0.0402,2.0146,0.9598,0.02,False,LOW,0.181,20.0,25.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.689, 'audio': 0.311}",False,happy,2026-07-08 21:38:28
fear,1.0,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.59,0.42,FLUCTUATING,19,2.5,CENTER,1.0,0,0.449,"{'yaw': -2.75, 'pitch': 5.56, 'roll': -0.11}",fear,0.31,MEDIUM,0.3933,0.0352,0.619,0.015,0.0402,2.0146,0.9598,0.02,True,MEDIUM,0.5,50.1,30.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.701, 'audio': 0.299}",False,fear,2026-07-08 21:38:29
fear,1.0,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.59,0.416,STABLE,19,2.46,CENTER,1.0,0,0.441,"{'yaw': -1.36, 'pitch': 3.56, 'roll': -0.12}",fear,0.31,MEDIUM,0.3933,0.0352,0.619,0.015,0.0402,2.0146,0.9598,0.02,True,MEDIUM,0.5,50.1,33.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.697, 'audio': 0.303}",False,fear,2026-07-08 21:38:29
fear,0.63,fearful,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.59,0.338,STABLE,19,2.45,CENTER,1.0,0,0.45,"{'yaw': -1.74, 'pitch': 4.12, 'roll': -0.13}",fear,0.31,MEDIUM,0.3933,0.0352,0.619,0.015,0.0402,2.0146,0.9598,0.02,True,MEDIUM,0.5,50.1,34.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.596, 'audio': 0.404}",False,fear,2026-07-08 21:38:30
fear,0.63,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.44,0.339,STABLE,20,2.42,CENTER,1.0,0,0.455,"{'yaw': -0.05, 'pitch': 3.34, 'roll': -0.11}",fear,0.31,MEDIUM,0.3933,0.0352,0.619,0.015,0.0402,2.0146,0.9598,0.02,True,MEDIUM,0.5,50.4,35.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.599, 'audio': 0.401}",False,fear,2026-07-08 21:38:30
sad,0.66,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.48,0.206,FLUCTUATING,20,2.37,CENTER,1.0,0,0.446,"{'yaw': -2.17, 'pitch': 4.07, 'roll': -0.08}",fear,0.31,MEDIUM,0.3933,0.0352,0.619,0.015,0.0402,2.0146,0.9598,0.02,False,MEDIUM,0.5,50.4,36.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.605, 'audio': 0.395}",False,sad,2026-07-08 21:38:31
sad,0.66,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.52,0.206,FLUCTUATING,20,2.41,CENTER,1.0,0,0.445,"{'yaw': 0.81, 'pitch': 3.73, 'roll': -0.19}",fear,0.31,MEDIUM,0.3933,0.0352,0.619,0.015,0.0402,2.0146,0.9598,0.02,False,MEDIUM,0.5,50.4,37.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.605, 'audio': 0.395}",False,sad,2026-07-08 21:38:31
fear,0.97,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.43,0.412,FLUCTUATING,21,2.56,CENTER,1.0,0,0.445,"{'yaw': 2.28, 'pitch': 2.62, 'roll': -0.1}",fear,0.31,MEDIUM,0.3933,0.0352,0.619,0.015,0.0402,2.0146,0.9598,0.02,True,MEDIUM,0.5,50.8,37.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.692, 'audio': 0.308}",False,fear,2026-07-08 21:38:32
fear,0.97,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.57,0.408,FLUCTUATING,21,2.58,CENTER,1.0,0,0.431,"{'yaw': -0.44, 'pitch': 2.23, 'roll': -0.16}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,True,MEDIUM,0.5,50.8,38.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.678, 'audio': 0.322}",False,fear,2026-07-08 21:38:33
neutral,1.0,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.327,FLUCTUATING,21,2.61,CENTER,1.0,0,0.467,"{'yaw': 0.41, 'pitch': 2.66, 'roll': -0.15}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,False,LOW,0.179,23.8,31.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.702, 'audio': 0.298}",False,neutral,2026-07-08 21:38:34
neutral,1.0,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.326,FLUCTUATING,21,2.52,CENTER,1.0,0,0.466,"{'yaw': 0.18, 'pitch': 3.94, 'roll': -0.17}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,False,LOW,0.179,23.8,27.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.701, 'audio': 0.299}",False,neutral,2026-07-08 21:38:35
fear,0.96,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.51,0.422,FLUCTUATING,21,2.38,CENTER,1.0,0,0.465,"{'yaw': -1.61, 'pitch': 3.26, 'roll': -0.09}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,True,MEDIUM,0.5,50.7,31.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.692, 'audio': 0.308}",False,fear,2026-07-08 21:38:36
fear,0.96,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.5,0.415,FLUCTUATING,21,2.4,CENTER,1.0,0,0.45,"{'yaw': -0.63, 'pitch': 2.53, 'roll': -0.17}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,True,MEDIUM,0.5,50.7,34.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.685, 'audio': 0.315}",False,fear,2026-07-08 21:38:36
neutral,0.97,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.323,FLUCTUATING,21,2.41,CENTER,1.0,0,0.475,"{'yaw': 0.02, 'pitch': 3.51, 'roll': -0.16}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,False,LOW,0.177,23.7,29.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.699, 'audio': 0.301}",False,neutral,2026-07-08 21:38:37
neutral,0.97,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.308,FLUCTUATING,21,2.48,CENTER,1.0,0,0.454,"{'yaw': -4.06, 'pitch': 2.66, 'roll': -0.15}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,False,LOW,0.182,23.7,25.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.689, 'audio': 0.311}",False,neutral,2026-07-08 21:38:37
neutral,0.67,happy,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.217,FLUCTUATING,21,2.52,CENTER,1.0,0,0.462,"{'yaw': -3.26, 'pitch': 2.09, 'roll': -0.08}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,False,LOW,0.18,23.8,23.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.609, 'audio': 0.391}",False,neutral,2026-07-08 21:38:38
neutral,0.67,happy,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.215,STABLE,21,2.37,CENTER,1.0,0,0.458,"{'yaw': -1.96, 'pitch': 2.34, 'roll': -0.16}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,False,LOW,0.181,23.7,22.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.607, 'audio': 0.393}",False,neutral,2026-07-08 21:38:39
sad,0.4,happy,sad,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.41,0.139,STABLE,22,2.39,CENTER,1.0,0,0.457,"{'yaw': -2.88, 'pitch': 4.92, 'roll': -0.13}",fear,0.32,MEDIUM,0.42,0.0355,0.62,0.0,0.0201,1.0073,0.9799,0.0299,False,MEDIUM,0.5,51.0,28.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.48, 'audio': 0.52}",False,fear,2026-07-08 21:38:39
sad,0.4,happy,sad,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.53,0.152,STABLE,22,2.35,CENTER,1.0,0,0.452,"{'yaw': -2.31, 'pitch': 2.65, 'roll': -0.19}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,False,MEDIUM,0.5,51.0,32.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.454, 'audio': 0.546}",False,fear,2026-07-08 21:38:40
sad,0.75,happy,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.53,0.241,FLUCTUATING,22,2.35,CENTER,1.0,0,0.459,"{'yaw': -1.89, 'pitch': 3.32, 'roll': -0.1}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,False,MEDIUM,0.5,51.0,35.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.613, 'audio': 0.387}",False,sad,2026-07-08 21:38:41
sad,0.75,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.47,0.236,FLUCTUATING,22,2.33,CENTER,1.0,0,0.45,"{'yaw': -3.4, 'pitch': 3.52, 'roll': -0.18}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,False,MEDIUM,0.5,51.0,36.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.608, 'audio': 0.392}",False,sad,2026-07-08 21:38:42
happy,0.45,calm,happy,LOW,LOW,MEDIUM,LOW,FOCUSED,0.79,0.152,FLUCTUATING,22,2.23,CENTER,1.0,0,0.464,"{'yaw': -2.97, 'pitch': 3.41, 'roll': -0.07}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,False,LOW,0.196,35.9,30.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.49, 'audio': 0.51}",False,fear,2026-07-08 21:38:42
happy,0.45,calm,happy,LOW,LOW,MEDIUM,LOW,FOCUSED,0.72,0.152,FLUCTUATING,22,2.34,CENTER,1.0,0,0.471,"{'yaw': -3.61, 'pitch': 5.26, 'roll': -0.16}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,False,LOW,0.194,36.0,27.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.493, 'audio': 0.507}",False,fear,2026-07-08 21:38:43
fear,0.99,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.44,0.435,FLUCTUATING,22,2.37,CENTER,1.0,0,0.456,"{'yaw': -0.15, 'pitch': 3.06, 'roll': -0.19}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,True,MEDIUM,0.5,51.0,31.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.675, 'audio': 0.325}",False,fear,2026-07-08 21:38:44
fear,0.99,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.47,0.448,FLUCTUATING,22,2.42,CENTER,1.0,0,0.484,"{'yaw': 0.99, 'pitch': 3.87, 'roll': -0.15}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,True,MEDIUM,0.5,51.0,34.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.688, 'audio': 0.312}",False,fear,2026-07-08 21:38:44
neutral,0.99,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.319,FLUCTUATING,22,2.43,CENTER,1.0,0,0.461,"{'yaw': -2.36, 'pitch': 3.68, 'roll': -0.14}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,False,LOW,0.196,24.0,29.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.677, 'audio': 0.323}",False,neutral,2026-07-08 21:38:45
neutral,0.99,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.61,0.321,FLUCTUATING,23,2.43,CENTER,1.0,0,0.463,"{'yaw': -4.09, 'pitch': 3.77, 'roll': -0.15}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,False,LOW,0.196,24.4,26.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.678, 'audio': 0.322}",False,neutral,2026-07-08 21:38:45
neutral,0.86,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.284,FLUCTUATING,23,2.44,CENTER,1.0,0,0.472,"{'yaw': -2.95, 'pitch': 4.15, 'roll': -0.13}",fear,0.3433333333333333,MEDIUM,0.47,0.0386,0.634,0.0299,0.0151,0.6715,0.9849,0.0224,False,LOW,0.193,24.4,24.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.651, 'audio': 0.349}",False,neutral,2026-07-08 21:38:46
neutral,0.86,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.278,FLUCTUATING,23,2.45,CENTER,1.0,0,0.461,"{'yaw': -0.63, 'pitch': 3.56, 'roll': -0.14}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,False,LOW,0.17,24.4,23.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.684, 'audio': 0.316}",False,neutral,2026-07-08 21:38:47
fear,0.5,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.43,0.306,FLUCTUATING,23,2.47,CENTER,1.0,0,0.455,"{'yaw': -3.33, 'pitch': 3.34, 'roll': -0.16}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,True,MEDIUM,0.5,51.4,29.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.553, 'audio': 0.447}",False,fear,2026-07-08 21:38:48
fear,0.5,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.46,0.309,STABLE,23,2.5,CENTER,1.0,0,0.468,"{'yaw': -3.35, 'pitch': 3.22, 'roll': -0.15}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,True,MEDIUM,0.5,51.4,33.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.56, 'audio': 0.44}",False,fear,2026-07-08 21:38:48
fear,0.96,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.53,0.405,STABLE,23,2.4,CENTER,1.0,0,0.444,"{'yaw': -1.33, 'pitch': 2.86, 'roll': -0.17}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,True,MEDIUM,0.5,51.4,35.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.699, 'audio': 0.301}",False,fear,2026-07-08 21:38:49
fear,0.96,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.47,0.411,STABLE,23,2.42,CENTER,1.0,0,0.456,"{'yaw': -2.16, 'pitch': 2.5, 'roll': -0.14}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,True,MEDIUM,0.5,51.4,36.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.705, 'audio': 0.295}",False,fear,2026-07-08 21:38:49
fear,0.81,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.43,0.383,STABLE,23,2.42,CENTER,1.0,0,0.472,"{'yaw': -0.46, 'pitch': 3.45, 'roll': -0.12}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,True,MEDIUM,0.5,51.4,37.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.676, 'audio': 0.324}",False,fear,2026-07-08 21:38:50
fear,0.81,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.43,0.389,STABLE,23,2.43,CENTER,1.0,0,0.487,"{'yaw': -0.07, 'pitch': 2.82, 'roll': -0.04}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,True,MEDIUM,0.5,51.4,38.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.682, 'audio': 0.318}",False,fear,2026-07-08 21:38:50
happy,0.66,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.61,0.221,FLUCTUATING,23,2.52,CENTER,1.0,0,0.479,"{'yaw': -4.79, 'pitch': 4.19, 'roll': -0.1}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,False,LOW,0.166,21.4,31.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.633, 'audio': 0.367}",False,happy,2026-07-08 21:38:51
happy,0.66,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.209,FLUCTUATING,23,2.49,CENTER,1.0,0,0.452,"{'yaw': -3.06, 'pitch': 4.23, 'roll': -0.15}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,False,LOW,0.173,21.4,27.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.619, 'audio': 0.381}",False,happy,2026-07-08 21:38:52
fear,0.81,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.54,0.38,FLUCTUATING,23,2.32,CENTER,1.0,0,0.464,"{'yaw': -3.23, 'pitch': 3.28, 'roll': -0.18}",fear,0.29,MEDIUM,0.3767,0.0382,0.633,0.0,0.0101,0.6715,0.9899,0.0299,True,LOW,0.17,36.3,24.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.672, 'audio': 0.328}",False,fear,2026-07-08 21:38:52
fear,0.81,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.54,0.386,STABLE,23,2.28,CENTER,1.0,0,0.471,"{'yaw': -1.03, 'pitch': 2.94, 'roll': -0.11}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,True,LOW,0.166,36.3,23.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.668, 'audio': 0.332}",False,fear,2026-07-08 21:38:53
fear,0.91,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.54,0.409,STABLE,23,2.25,CENTER,1.0,0,0.47,"{'yaw': -1.69, 'pitch': 4.87, 'roll': -0.15}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,True,LOW,0.167,36.3,22.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.692, 'audio': 0.308}",False,fear,2026-07-08 21:38:55
fear,0.91,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.57,0.405,STABLE,23,2.22,CENTER,1.0,0,0.461,"{'yaw': -0.34, 'pitch': 3.21, 'roll': -0.14}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,True,LOW,0.169,36.3,21.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.688, 'audio': 0.312}",False,fear,2026-07-08 21:38:55
sad,0.47,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,OVERLOADED,0.43,0.152,FLUCTUATING,24,2.23,CENTER,1.0,0,0.463,"{'yaw': -1.78, 'pitch': 3.96, 'roll': -0.1}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,False,MEDIUM,0.5,51.6,28.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.534, 'audio': 0.466}",False,sad,2026-07-08 21:38:56
sad,0.47,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.53,0.152,FLUCTUATING,24,2.22,CENTER,1.0,0,0.462,"{'yaw': -3.13, 'pitch': 2.45, 'roll': -0.12}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,False,MEDIUM,0.5,51.6,32.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.533, 'audio': 0.467}",False,sad,2026-07-08 21:38:56
