emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,fused_emotion,timestamp
surprise,0.58,calm,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.192,FLUCTUATING,31,2.96,CENTER,1.0,0,0.473,"{'yaw': -3.84, 'pitch': 2.69, 'roll': -0.15}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,False,LOW,0.191,24.0,27.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.58, 'audio': 0.42}",False,surprise,2026-07-08 21:39:24
sad,0.7,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,OVERLOADED,0.5,0.236,FLUCTUATING,32,2.99,CENTER,1.0,0,0.481,"{'yaw': -4.02, 'pitch': 3.8, 'roll': -0.12}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,False,MEDIUM,0.5,54.0,32.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.629, 'audio': 0.371}",False,sad,2026-07-08 21:39:25
sad,0.7,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.53,0.236,FLUCTUATING,32,2.61,CENTER,1.0,0,0.481,"{'yaw': -2.29, 'pitch': 3.92, 'roll': -0.16}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,False,MEDIUM,0.5,53.8,35.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.611, 'audio': 0.389}",False,sad,2026-07-08 21:39:26
fear,0.93,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.53,0.43,FLUCTUATING,32,2.57,CENTER,1.0,0,0.479,"{'yaw': -2.23, 'pitch': 3.79, 'roll': -0.14}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,True,MEDIUM,0.5,53.8,36.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.675, 'audio': 0.325}",False,fear,2026-07-08 21:39:27
fear,0.93,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.53,0.425,FLUCTUATING,32,2.61,CENTER,1.0,0,0.469,"{'yaw': -3.19, 'pitch': 1.93, 'roll': -0.17}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,True,MEDIUM,0.5,53.8,37.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.671, 'audio': 0.329}",False,fear,2026-07-08 21:39:27
surprise,0.99,calm,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.342,FLUCTUATING,32,2.68,CENTER,1.0,0,0.494,"{'yaw': -4.24, 'pitch': 0.6, 'roll': -0.13}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,False,LOW,0.175,23.8,31.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.695, 'audio': 0.305}",False,surprise,2026-07-08 21:39:28
surprise,0.99,calm,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.328,FLUCTUATING,32,2.76,CENTER,1.0,0,0.473,"{'yaw': 0.91, 'pitch': 3.43, 'roll': -0.14}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,False,LOW,0.18,23.9,28.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.686, 'audio': 0.314}",False,surprise,2026-07-08 21:39:29
fear,0.98,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.49,0.439,FLUCTUATING,32,2.9,CENTER,1.0,0,0.474,"{'yaw': 1.8, 'pitch': 3.89, 'roll': -0.24}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,True,MEDIUM,0.5,53.9,33.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,"{'visual': 0.684, 'audio': 0.316}",False,fear,2026-07-08 21:39:29
fear,0.98,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.43,0.438,FLUCTUATING,32,2.88,CENTER,1.0,0,0.472,"{'yaw': -1.88, 'pitch': 3.73, 'roll': -0.16}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,True,MEDIUM,0.5,53.9,35.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,"{'visual': 0.683, 'audio': 0.317}",False,fear,2026-07-08 21:39:30
sad,0.65,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,OVERLOADED,0.45,0.212,FLUCTUATING,32,2.83,CENTER,1.0,0,0.465,"{'yaw': -1.71, 'pitch': 3.12, 'roll': -0.15}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,False,MEDIUM,0.5,53.9,37.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.585, 'audio': 0.415}",False,sad,2026-07-08 21:39:30
sad,0.65,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.46,0.211,FLUCTUATING,32,2.77,CENTER,1.0,0,0.463,"{'yaw': -3.32, 'pitch': 3.37, 'roll': -0.19}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,False,MEDIUM,0.5,53.9,38.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.584, 'audio': 0.416}",False,sad,2026-07-08 21:39:31
sad,0.93,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,OVERLOADED,0.44,0.31,FLUCTUATING,32,2.73,CENTER,1.0,0,0.476,"{'yaw': -3.46, 'pitch': 3.26, 'roll': -0.09}",fear,0.34,MEDIUM,0.4233,0.0375,0.63,0.0,0.0352,2.0146,0.9648,0.021,False,MEDIUM,0.5,53.9,39.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.674, 'audio': 0.326}",False,sad,2026-07-08 21:39:32
sad,0.93,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.52,0.304,FLUCTUATING,32,2.78,CENTER,1.0,0,0.467,"{'yaw': -3.8, 'pitch': 4.48, 'roll': -0.23}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,False,MEDIUM,0.5,53.9,39.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.696, 'audio': 0.304}",False,sad,2026-07-08 21:39:33
fear,0.77,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.46,0.376,FLUCTUATING,32,2.66,CENTER,1.0,0,0.471,"{'yaw': -1.85, 'pitch': 3.7, 'roll': -0.11}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,True,MEDIUM,0.5,53.8,40.1,MEDIUM,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.657, 'audio': 0.343}",False,fear,2026-07-08 21:39:34
fear,0.77,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.44,0.37,FLUCTUATING,32,2.38,CENTER,1.0,0,0.455,"{'yaw': -2.47, 'pitch': 3.63, 'roll': -0.08}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,True,MEDIUM,0.5,53.7,40.2,MEDIUM,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.649, 'audio': 0.351}",False,fear,2026-07-08 21:39:34
fear,0.85,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.44,0.39,FLUCTUATING,32,2.22,CENTER,1.0,0,0.46,"{'yaw': -2.47, 'pitch': 2.76, 'roll': -0.15}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,True,MEDIUM,0.5,53.6,40.2,MEDIUM,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.674, 'audio': 0.326}",False,fear,2026-07-08 21:39:35
fear,0.85,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.44,0.397,STABLE,32,2.2,CENTER,1.0,0,0.476,"{'yaw': -2.38, 'pitch': 3.8, 'roll': -0.13}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,True,MEDIUM,0.5,53.6,40.1,MEDIUM,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.681, 'audio': 0.319}",False,fear,2026-07-08 21:39:35
fear,0.74,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.57,0.368,STABLE,32,2.21,CENTER,1.0,0,0.468,"{'yaw': -2.74, 'pitch': 4.1, 'roll': -0.17}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,True,LOW,0.179,38.6,33.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.647, 'audio': 0.353}",False,fear,2026-07-08 21:39:36
fear,0.74,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.54,0.371,STABLE,32,2.24,CENTER,1.0,0,0.478,"{'yaw': -0.24, 'pitch': 3.27, 'roll': -0.15}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,True,LOW,0.177,38.6,28.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.651, 'audio': 0.349}",False,fear,2026-07-08 21:39:36
angry,0.44,calm,angry,LOW,LOW,MEDIUM,LOW,FOCUSED,0.55,0.148,FLUCTUATING,32,2.27,CENTER,1.0,0,0.482,"{'yaw': -0.76, 'pitch': 3.67, 'roll': -0.07}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,False,LOW,0.176,38.6,26.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.528, 'audio': 0.472}",False,angry,2026-07-08 21:39:37
angry,0.44,calm,angry,LOW,LOW,MEDIUM,LOW,FOCUSED,0.55,0.144,FLUCTUATING,32,2.29,CENTER,1.0,0,0.469,"{'yaw': -3.89, 'pitch': 3.68, 'roll': -0.15}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,False,LOW,0.179,38.6,24.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.522, 'audio': 0.478}",False,angry,2026-07-08 21:39:38
fear,0.95,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.49,0.419,FLUCTUATING,32,2.54,CENTER,1.0,0,0.473,"{'yaw': 1.68, 'pitch': 1.09, 'roll': -0.14}",fear,0.30333333333333334,MEDIUM,0.42,0.0364,0.624,0.0,0.0553,2.6862,0.9447,0.0235,True,LOW,0.178,38.8,23.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.704, 'audio': 0.296}",False,fear,2026-07-08 21:39:38
fear,0.95,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.57,0.409,STABLE,32,2.49,CENTER,1.0,0,0.468,"{'yaw': -2.99, 'pitch': 2.75, 'roll': -0.03}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,True,LOW,0.173,38.7,22.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.719, 'audio': 0.281}",False,fear,2026-07-08 21:39:40
fear,0.72,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.49,0.355,STABLE,33,2.49,CENTER,1.0,0,0.468,"{'yaw': -2.97, 'pitch': 3.3, 'roll': -0.15}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,True,LOW,0.173,38.7,22.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.66, 'audio': 0.34}",False,fear,2026-07-08 21:39:40
fear,0.72,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.63,0.364,STABLE,33,2.61,CENTER,1.0,0,0.492,"{'yaw': -2.51, 'pitch': 6.12, 'roll': -0.15}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,True,LOW,0.168,38.8,22.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.671, 'audio': 0.329}",False,fear,2026-07-08 21:39:41
fear,0.76,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.57,0.365,STABLE,33,2.63,CENTER,1.0,0,0.47,"{'yaw': -1.09, 'pitch': 4.15, 'roll': -0.17}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,True,LOW,0.173,38.8,21.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.673, 'audio': 0.327}",False,fear,2026-07-08 21:39:42
fear,0.76,calm,fear,LOW,LOW,MEDIUM,LOW,FOCUSED,0.63,0.365,STABLE,33,2.65,CENTER,1.0,0,0.469,"{'yaw': -3.23, 'pitch': 4.21, 'roll': -0.16}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,True,LOW,0.173,38.8,21.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.672, 'audio': 0.328}",False,fear,2026-07-08 21:39:42
happy,0.89,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.61,0.282,FLUCTUATING,34,2.73,CENTER,1.0,0,0.453,"{'yaw': -1.38, 'pitch': 1.29, 'roll': -0.06}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,False,LOW,0.177,23.9,21.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.699, 'audio': 0.301}",False,happy,2026-07-08 21:39:43
happy,0.89,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.68,0.285,FLUCTUATING,34,2.68,CENTER,1.0,0,0.458,"{'yaw': -2.89, 'pitch': 2.16, 'roll': -0.1}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,False,LOW,0.176,23.8,21.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.701, 'audio': 0.299}",False,happy,2026-07-08 21:39:43
fear,0.96,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.46,0.416,FLUCTUATING,34,2.66,CENTER,1.0,0,0.477,"{'yaw': -2.88, 'pitch': 3.62, 'roll': -0.1}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,True,MEDIUM,0.5,53.8,28.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.725, 'audio': 0.275}",False,fear,2026-07-08 21:39:44
fear,0.96,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.53,0.421,STABLE,34,2.68,CENTER,1.0,0,0.488,"{'yaw': -2.71, 'pitch': 5.18, 'roll': -0.15}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,True,MEDIUM,0.5,53.8,32.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.73, 'audio': 0.27}",False,fear,2026-07-08 21:39:45
fear,0.48,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.44,0.303,STABLE,34,2.66,CENTER,1.0,0,0.486,"{'yaw': -0.76, 'pitch': 3.85, 'roll': -0.1}",fear,0.29333333333333333,MEDIUM,0.42,0.0302,0.592,0.0,0.1256,5.0365,0.8744,0.0267,True,MEDIUM,0.5,53.8,34.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.573, 'audio': 0.427}",False,fear,2026-07-08 21:39:45
fear,0.48,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.43,0.308,STABLE,34,2.7,CENTER,1.0,0,0.471,"{'yaw': -0.16, 'pitch': 4.18, 'roll': -0.16}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,True,MEDIUM,0.5,53.8,36.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,"{'visual': 0.543, 'audio': 0.457}",False,fear,2026-07-08 21:39:46
sad,0.58,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.44,0.19,FLUCTUATING,34,2.72,CENTER,1.0,0,0.468,"{'yaw': -2.95, 'pitch': 2.67, 'roll': -0.16}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,False,MEDIUM,0.5,53.9,37.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.588, 'audio': 0.412}",False,sad,2026-07-08 21:39:47
sad,0.58,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.46,0.197,FLUCTUATING,34,2.68,CENTER,1.0,0,0.485,"{'yaw': -2.59, 'pitch': 3.4, 'roll': -0.12}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,False,MEDIUM,0.5,53.8,37.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.596, 'audio': 0.404}",False,sad,2026-07-08 21:39:48
fear,0.95,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.46,0.417,FLUCTUATING,34,2.49,CENTER,1.0,0,0.467,"{'yaw': -1.85, 'pitch': 3.23, 'roll': -0.09}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,True,MEDIUM,0.5,53.7,37.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.7, 'audio': 0.3}",False,fear,2026-07-08 21:39:48
fear,0.95,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.44,0.427,FLUCTUATING,34,2.43,CENTER,1.0,0,0.487,"{'yaw': -3.1, 'pitch': 4.65, 'roll': -0.03}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,True,MEDIUM,0.5,53.7,37.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.708, 'audio': 0.292}",False,fear,2026-07-08 21:39:49
happy,0.46,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.61,0.155,FLUCTUATING,34,2.23,CENTER,1.0,0,0.482,"{'yaw': -2.44, 'pitch': 3.87, 'roll': -0.05}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,False,LOW,0.167,23.6,31.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.538, 'audio': 0.462}",False,happy,2026-07-08 21:39:49
happy,0.46,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.68,0.152,FLUCTUATING,34,2.27,CENTER,1.0,0,0.473,"{'yaw': -1.29, 'pitch': 2.3, 'roll': -0.07}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,False,LOW,0.169,23.6,26.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.533, 'audio': 0.467}",False,happy,2026-07-08 21:39:50
happy,0.44,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.61,0.147,FLUCTUATING,34,2.27,CENTER,1.0,0,0.476,"{'yaw': -2.93, 'pitch': 3.05, 'roll': -0.11}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,False,LOW,0.168,23.6,24.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.524, 'audio': 0.476}",False,happy,2026-07-08 21:39:50
happy,0.44,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.14,FLUCTUATING,34,2.27,CENTER,1.0,0,0.456,"{'yaw': -1.01, 'pitch': 3.95, 'roll': -0.17}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,False,LOW,0.173,23.6,22.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.513, 'audio': 0.487}",False,happy,2026-07-08 21:39:51
neutral,0.58,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.7,0.197,FLUCTUATING,34,2.3,CENTER,1.0,0,0.486,"{'yaw': -0.23, 'pitch': 3.76, 'roll': -0.17}",fear,0.3,MEDIUM,0.38,0.0387,0.635,0.0,0.0302,1.3431,0.9698,0.0299,False,LOW,0.166,26.7,21.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.597, 'audio': 0.403}",False,neutral,2026-07-08 21:39:52
neutral,0.58,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.189,FLUCTUATING,34,2.26,CENTER,1.0,0,0.465,"{'yaw': -2.57, 'pitch': 2.22, 'roll': -0.12}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.188,26.6,21.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.62, 'audio': 0.38}",False,neutral,2026-07-08 21:39:53
neutral,1.0,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.61,0.324,FLUCTUATING,34,2.28,CENTER,1.0,0,0.463,"{'yaw': -1.6, 'pitch': 4.26, 'roll': -0.2}",fear,0.2633333333333333,MEDIUM,0.4467,0.0369,0.627,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.188,26.6,20.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.737, 'audio': 0.263}",False,neutral,2026-07-08 21:39:54
